step,experiment,type,N,baseline,empathy_alpha,hetero_tag,learn_alpha_signal,alpha1,alpha2,a1,a2,r1,r2,total_reward,coop_strict,coop_fraction,ineq_var,stock_level,collapse,ma_coop_strict,ma_coop_fraction,ma_total_reward,ma_ineq_var,ma_stock_level,ma_collapse
0,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
1,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
2,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
3,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
4,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
5,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
6,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
7,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
8,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
9,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
10,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
11,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
12,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
13,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
14,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
15,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
16,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
17,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
18,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
19,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
20,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
21,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
22,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
23,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
24,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
25,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
26,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
27,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
28,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
29,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
30,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
31,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
32,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
33,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
34,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
35,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
36,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
37,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
38,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
39,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
40,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
41,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
42,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
43,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
44,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
45,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
46,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
47,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
48,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
49,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
50,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
51,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
52,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
53,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
54,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
55,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
56,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
57,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
58,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
59,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
60,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
61,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
62,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
63,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
64,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
65,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
66,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
67,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
68,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
69,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
70,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
71,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
72,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
73,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
74,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
75,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
76,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
77,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
78,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
79,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
80,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
81,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
82,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
83,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
84,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
85,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
86,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
87,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
88,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
89,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
90,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,
91,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,
92,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
93,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
94,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
95,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
96,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
97,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,
98,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,
99,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.32,0.55,4.66,2.875,,
100,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.31,0.545,4.65,2.9375,,
101,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.31,0.55,4.68,3.0,,
102,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.32,0.56,4.72,3.0,,
103,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.31,0.555,4.71,3.0625,,
104,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.3,0.55,4.7,3.125,,
105,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.3,0.55,4.7,3.125,,
106,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.31,0.555,4.71,3.0625,,
107,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.32,0.565,4.75,3.0625,,
108,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.31,0.56,4.74,3.125,,
109,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.31,0.555,4.71,3.0625,,
110,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.31,0.555,4.71,3.0625,,
111,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.31,0.55,4.68,3.0,,
112,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.32,0.555,4.69,2.9375,,
113,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.33,0.56,4.7,2.875,,
114,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.32,0.555,4.69,2.9375,,
115,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.32,0.55,4.66,2.875,,
116,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.33,0.56,4.7,2.875,,
117,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.33,0.56,4.7,2.875,,
118,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.33,0.56,4.7,2.875,,
119,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.33,0.56,4.7,2.875,,
120,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.33,0.555,4.67,2.8125,,
121,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.33,0.555,4.67,2.8125,,
122,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.34,0.565,4.71,2.8125,,
123,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.34,0.565,4.71,2.8125,,
124,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.34,0.565,4.71,2.8125,,
125,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.34,0.57,4.74,2.875,,
126,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.34,0.57,4.74,2.875,,
127,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.35,0.575,4.75,2.8125,,
128,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.36,0.585,4.79,2.8125,,
129,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.36,0.585,4.79,2.8125,,
130,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.36,0.585,4.79,2.8125,,
131,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.37,0.59,4.8,2.75,,
132,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.37,0.595,4.83,2.8125,,
133,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.37,0.59,4.8,2.75,,
134,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.37,0.595,4.83,2.8125,,
135,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.37,0.59,4.8,2.75,,
136,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.38,0.595,4.81,2.6875,,
137,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.39,0.6,4.82,2.625,,
138,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.39,0.6,4.82,2.625,,
139,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.4,0.605,4.83,2.5625,,
140,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.4,0.6,4.8,2.5,,
141,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.605,4.81,2.4375,,
142,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.605,4.81,2.4375,,
143,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.605,4.81,2.4375,,
144,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.605,4.81,2.4375,,
145,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.605,4.81,2.4375,,
146,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.42,0.61,4.82,2.375,,
147,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.41,0.605,4.81,2.4375,,
148,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.41,0.6,4.78,2.375,,
149,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.41,0.595,4.75,2.3125,,
150,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.4,0.59,4.74,2.375,,
151,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.595,4.75,2.3125,,
152,pd_N2,matrix,2,team,1.0,,,1.0,1.0,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.595,4.75,2.3125,,
153,pd_N2,matrix,2,team,1.0,,,1.0,1.0,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.4,0.585,4.71,2.3125,,
