step,experiment,type,N,empathy_alpha,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
46,pd_N4,matrix,4,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.7941,0.7941,0.7941,0.7941,"('C', 'C', 'D', 'C')",11.0,0,,,,
47,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.7901,0.7901,0.7901,0.7901,"('C', 'D', 'D', 'D')",7.0,0,,,,
48,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.7862,0.7862,0.7862,0.7862,"('C', 'D', 'D', 'D')",7.0,0,,,,
49,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.7822,0.7822,0.7822,0.7822,"('C', 'D', 'D', 'C')",9.3333,0,,,,
50,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.7783,0.7783,0.7783,0.7783,"('C', 'D', 'D', 'C')",9.3333,0,,,,
51,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.7744,0.7744,0.7744,0.7744,"('D', 'C', 'C', 'D')",9.3333,0,,,,
52,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.7705,0.7705,0.7705,0.7705,"('D', 'C', 'C', 'D')",9.3333,0,,,,
53,pd_N4,matrix,4,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.7667,0.7667,0.7667,0.7667,"('C', 'D', 'C', 'C')",11.0,0,,,,
54,pd_N4,matrix,4,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.7629,0.7629,0.7629,0.7629,"('C', 'C', 'D', 'C')",11.0,0,,,,
55,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.759,0.759,0.759,0.759,"('D', 'D', 'C', 'D')",7.0,0,,,,
56,pd_N4,matrix,4,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.7553,0.7553,0.7553,0.7553,"('C', 'C', 'D', 'C')",11.0,0,,,,
57,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.7515,0.7515,0.7515,0.7515,"('D', 'D', 'C', 'D')",7.0,0,,,,
58,pd_N4,matrix,4,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7477,0.7477,0.7477,0.7477,"('C', 'C', 'C', 'C')",12.0,1,,,,
59,pd_N4,matrix,4,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.744,0.744,0.744,0.744,"('D', 'D', 'D', 'C')",7.0,0,,,,
60,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.7403,0.7403,0.7403,0.7403,"('D', 'C', 'D', 'D')",7.0,0,,,,
61,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.7366,0.7366,0.7366,0.7366,"('C', 'C', 'C', 'D')",11.0,0,,,,
62,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.7329,0.7329,0.7329,0.7329,"('C', 'D', 'D', 'D')",7.0,0,,,,
63,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.7292,0.7292,0.7292,0.7292,"('C', 'D', 'D', 'C')",9.3333,0,,,,
64,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.7256,0.7256,0.7256,0.7256,"('C', 'D', 'D', 'D')",7.0,0,,,,
65,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.7219,0.7219,0.7219,0.7219,"('C', 'C', 'C', 'D')",11.0,0,,,,
66,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.7183,0.7183,0.7183,0.7183,"('D', 'C', 'D', 'D')",7.0,0,,,,
67,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7147,0.7147,0.7147,0.7147,"('D', 'D', 'D', 'D')",4.0,0,,,,
68,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7112,0.7112,0.7112,0.7112,"('D', 'D', 'D', 'D')",4.0,0,,,,
69,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.7076,0.7076,0.7076,0.7076,"('C', 'C', 'C', 'D')",11.0,0,,,,
70,pd_N4,matrix,4,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.7041,0.7041,0.7041,0.7041,"('C', 'D', 'C', 'D')",9.3333,0,,,,
71,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.7005,0.7005,0.7005,0.7005,"('D', 'C', 'C', 'D')",9.3333,0,,,,
72,pd_N4,matrix,4,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.697,0.697,0.697,0.697,"('D', 'C', 'C', 'C')",11.0,0,,,,
73,pd_N4,matrix,4,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.6936,0.6936,0.6936,0.6936,"('D', 'C', 'C', 'C')",11.0,0,,,,
74,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.6901,0.6901,0.6901,0.6901,"('D', 'C', 'C', 'D')",9.3333,0,,,,
75,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.6866,0.6866,0.6866,0.6866,"('D', 'D', 'C', 'D')",7.0,0,,,,
76,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.6832,0.6832,0.6832,0.6832,"('C', 'C', 'C', 'D')",11.0,0,,,,
77,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.6798,0.6798,0.6798,0.6798,"('C', 'D', 'D', 'C')",9.3333,0,,,,
78,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.6764,0.6764,0.6764,0.6764,"('D', 'C', 'D', 'D')",7.0,0,,,,
79,pd_N4,matrix,4,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.673,0.673,0.673,0.673,"('D', 'C', 'D', 'C')",9.3333,0,,,,
80,pd_N4,matrix,4,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.6696,0.6696,0.6696,0.6696,"('C', 'C', 'D', 'D')",9.3333,0,,,,
81,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.6663,0.6663,0.6663,0.6663,"('C', 'D', 'D', 'D')",7.0,0,,,,
82,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.663,0.663,0.663,0.663,"('C', 'D', 'D', 'C')",9.3333,0,,,,
83,pd_N4,matrix,4,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.6597,0.6597,0.6597,0.6597,"('C', 'D', 'C', 'D')",9.3333,0,,,,
84,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.6564,0.6564,0.6564,0.6564,"('C', 'C', 'C', 'D')",11.0,0,,,,
85,pd_N4,matrix,4,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.6531,0.6531,0.6531,0.6531,"('C', 'D', 'C', 'C')",11.0,0,,,,
86,pd_N4,matrix,4,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.6498,0.6498,0.6498,0.6498,"('D', 'C', 'C', 'C')",11.0,0,,,,
87,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.6466,0.6466,0.6466,0.6466,"('D', 'C', 'C', 'D')",9.3333,0,,,,
88,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.6433,0.6433,0.6433,0.6433,"('D', 'C', 'C', 'D')",9.3333,0,,,,
89,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6401,0.6401,0.6401,0.6401,"('D', 'D', 'D', 'D')",4.0,0,,,,
90,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.6369,0.6369,0.6369,0.6369,"('D', 'C', 'D', 'D')",7.0,0,,,,
91,pd_N4,matrix,4,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.6337,0.6337,0.6337,0.6337,"('D', 'C', 'D', 'C')",9.3333,0,,,,
92,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.6306,0.6306,0.6306,0.6306,"('D', 'C', 'D', 'D')",7.0,0,,,,
93,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6274,0.6274,0.6274,0.6274,"('D', 'D', 'D', 'D')",4.0,0,,,,
94,pd_N4,matrix,4,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.6243,0.6243,0.6243,0.6243,"('C', 'C', 'D', 'C')",11.0,0,,,,
95,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6211,0.6211,0.6211,0.6211,"('D', 'D', 'D', 'D')",4.0,0,,,,
96,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.618,0.618,0.618,0.618,"('D', 'D', 'D', 'D')",4.0,0,,,,
97,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.6149,0.6149,0.6149,0.6149,"('D', 'C', 'D', 'D')",7.0,0,,,,
98,pd_N4,matrix,4,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.6119,0.6119,0.6119,0.6119,"('C', 'C', 'D', 'D')",9.3333,0,,,,
99,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.6088,0.6088,0.6088,0.6088,"('C', 'C', 'C', 'D')",11.0,0,,,,
100,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6058,0.6058,0.6058,0.6058,"('D', 'D', 'D', 'D')",4.0,0,0.03,8.6467,,
101,pd_N4,matrix,4,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.6027,0.6027,0.6027,0.6027,"('C', 'C', 'D', 'D')",9.3333,0,0.03,8.63,,
102,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.5997,0.5997,0.5997,0.5997,"('C', 'D', 'D', 'D')",7.0,0,0.03,8.6067,,
103,pd_N4,matrix,4,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.5967,0.5967,0.5967,0.5967,"('C', 'D', 'D', 'D')",7.0,0,0.02,8.5567,,
104,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.5937,0.5937,0.5937,0.5937,"('C', 'D', 'D', 'C')",9.3333,0,0.02,8.54,,
105,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5908,0.5908,0.5908,0.5908,"('D', 'D', 'D', 'D')",4.0,0,0.02,8.4867,,
106,pd_N4,matrix,4,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.5878,0.5878,0.5878,0.5878,"('D', 'C', 'D', 'C')",9.3333,0,0.02,8.4867,,
107,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.5849,0.5849,0.5849,0.5849,"('D', 'C', 'D', 'D')",7.0,0,0.02,8.4467,,
108,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.582,0.582,0.582,0.582,"('D', 'C', 'C', 'D')",9.3333,0,0.02,8.4467,,
109,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.579,0.579,0.579,0.579,"('D', 'C', 'C', 'D')",9.3333,0,0.02,8.4467,,
110,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.5762,0.5762,0.5762,0.5762,"('D', 'D', 'C', 'D')",7.0,0,0.02,8.4233,,
111,pd_N4,matrix,4,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.5733,0.5733,0.5733,0.5733,"('D', 'D', 'C', 'C')",9.3333,0,0.02,8.4233,,
112,pd_N4,matrix,4,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5704,0.5704,0.5704,0.5704,"('C', 'C', 'C', 'C')",12.0,1,0.03,8.4733,,
113,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.5676,0.5676,0.5676,0.5676,"('D', 'D', 'C', 'D')",7.0,0,0.03,8.4733,,
114,pd_N4,matrix,4,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.5647,0.5647,0.5647,0.5647,"('C', 'C', 'C', 'D')",11.0,0,0.03,8.5133,,
115,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.5619,0.5619,0.5619,0.5619,"('D', 'D', 'C', 'D')",7.0,0,0.03,8.49,,
116,pd_N4,matrix,4,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.5591,0.5591,0.5591,0.5591,"('C', 'D', 'C', 'C')",11.0,0,0.03,8.53,,
117,pd_N4,matrix,4,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.5563,0.5563,0.5563,0.5563,"('C', 'D', 'D', 'C')",9.3333,0,0.03,8.5133,,
118,pd_N4,matrix,4,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5535,0.5535,0.5535,0.5535,"('D', 'D', 'D', 'D')",4.0,0,0.03,8.4433,,
119,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.5507,0.5507,0.5507,0.5507,"('D', 'C', 'D', 'D')",7.0,0,0.03,8.42,,
120,pd_N4,matrix,4,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.548,0.548,0.548,0.548,"('C', 'C', 'C', 'C')",12.0,1,0.04,8.5,,
121,pd_N4,matrix,4,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.5452,0.5452,0.5452,0.5452,"('D', 'D', 'C', 'D')",7.0,0,0.04,8.53,,
122,pd_N4,matrix,4,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.5425,0.5425,0.5425,0.5425,"('C', 'C', 'D', 'C')",11.0,0,0.04,8.53,,
123,pd_N4,matrix,4,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.5398,0.5398,0.5398,0.5398,"('D', 'C', 'C', 'D')",9.3333,0,0.04,8.53,,
124,pd_N4,matrix,4,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.5371,0.5371,0.5371,0.5371,"('D', 'C', 'D', 'D')",7.0,0,0.04,8.5067,,
