step,experiment,type,N,empathy_alpha,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
25,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.8822,0.8822,0.8822,0.8822,"('C', 'D', 'C', 'D')",9.3333,0,,,,
26,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.8778,0.8778,0.8778,0.8778,"('D', 'C', 'C', 'D')",9.3333,0,,,,
27,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.8734,0.8734,0.8734,0.8734,"('D', 'C', 'C', 'D')",9.3333,0,,,,
28,pd_N4,matrix,4,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.8691,0.8691,0.8691,0.8691,"('D', 'C', 'D', 'C')",9.3333,0,,,,
29,pd_N4,matrix,4,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.8647,0.8647,0.8647,0.8647,"('D', 'D', 'C', 'D')",7.0,0,,,,
30,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.8604,0.8604,0.8604,0.8604,"('C', 'C', 'D', 'C')",11.0,0,,,,
31,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.8561,0.8561,0.8561,0.8561,"('C', 'D', 'D', 'D')",7.0,0,,,,
32,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.8518,0.8518,0.8518,0.8518,"('C', 'C', 'C', 'C')",12.0,1,,,,
33,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.8475,0.8475,0.8475,0.8475,"('D', 'C', 'C', 'D')",9.3333,0,,,,
34,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.8433,0.8433,0.8433,0.8433,"('C', 'C', 'C', 'D')",11.0,0,,,,
35,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.8391,0.8391,0.8391,0.8391,"('C', 'D', 'D', 'D')",7.0,0,,,,
36,pd_N4,matrix,4,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.8349,0.8349,0.8349,0.8349,"('C', 'D', 'C', 'C')",11.0,0,,,,
37,pd_N4,matrix,4,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.8307,0.8307,0.8307,0.8307,"('D', 'C', 'D', 'C')",9.3333,0,,,,
38,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.8266,0.8266,0.8266,0.8266,"('C', 'C', 'D', 'C')",11.0,0,,,,
39,pd_N4,matrix,4,0.2,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8224,0.8224,0.8224,0.8224,"('D', 'D', 'D', 'D')",4.0,0,,,,
40,pd_N4,matrix,4,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.8183,0.8183,0.8183,0.8183,"('D', 'C', 'C', 'C')",11.0,0,,,,
41,pd_N4,matrix,4,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.8142,0.8142,0.8142,0.8142,"('D', 'D', 'C', 'C')",9.3333,0,,,,
42,pd_N4,matrix,4,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.8102,0.8102,0.8102,0.8102,"('C', 'D', 'C', 'C')",11.0,0,,,,
43,pd_N4,matrix,4,0.2,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.7111,1.7111,1.7111,1.8667,0.8061,0.8061,0.8061,0.8061,"('D', 'D', 'D', 'C')",7.0,0,,,,
44,pd_N4,matrix,4,0.2,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8021,0.8021,0.8021,0.8021,"('D', 'D', 'D', 'D')",4.0,0,,,,
45,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.7981,0.7981,0.7981,0.7981,"('D', 'C', 'C', 'D')",9.3333,0,,,,
46,pd_N4,matrix,4,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7941,0.7941,0.7941,0.7941,"('C', 'C', 'D', 'D')",9.3333,0,,,,
47,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.7901,0.7901,0.7901,0.7901,"('C', 'D', 'D', 'D')",7.0,0,,,,
48,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.7862,0.7862,0.7862,0.7862,"('C', 'D', 'D', 'D')",7.0,0,,,,
49,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.7822,0.7822,0.7822,0.7822,"('C', 'D', 'D', 'C')",9.3333,0,,,,
50,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.7783,0.7783,0.7783,0.7783,"('C', 'D', 'D', 'C')",9.3333,0,,,,
51,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.7744,0.7744,0.7744,0.7744,"('D', 'C', 'C', 'D')",9.3333,0,,,,
52,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.7705,0.7705,0.7705,0.7705,"('D', 'C', 'C', 'D')",9.3333,0,,,,
53,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7667,0.7667,0.7667,0.7667,"('C', 'C', 'C', 'C')",12.0,1,,,,
54,pd_N4,matrix,4,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.7629,0.7629,0.7629,0.7629,"('C', 'C', 'D', 'D')",9.3333,0,,,,
55,pd_N4,matrix,4,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.759,0.759,0.759,0.759,"('D', 'D', 'C', 'D')",7.0,0,,,,
56,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.7553,0.7553,0.7553,0.7553,"('C', 'C', 'D', 'C')",11.0,0,,,,
57,pd_N4,matrix,4,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.7515,0.7515,0.7515,0.7515,"('D', 'D', 'C', 'D')",7.0,0,,,,
58,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7477,0.7477,0.7477,0.7477,"('C', 'C', 'C', 'C')",12.0,1,,,,
59,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.744,0.744,0.744,0.744,"('C', 'D', 'D', 'C')",9.3333,0,,,,
60,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.7403,0.7403,0.7403,0.7403,"('C', 'C', 'D', 'C')",11.0,0,,,,
61,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.7366,0.7366,0.7366,0.7366,"('C', 'C', 'C', 'D')",11.0,0,,,,
62,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.7329,0.7329,0.7329,0.7329,"('C', 'D', 'C', 'D')",9.3333,0,,,,
63,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.7292,0.7292,0.7292,0.7292,"('C', 'D', 'D', 'C')",9.3333,0,,,,
64,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.7256,0.7256,0.7256,0.7256,"('C', 'C', 'D', 'C')",11.0,0,,,,
65,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.7219,0.7219,0.7219,0.7219,"('C', 'C', 'C', 'D')",11.0,0,,,,
66,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.7183,0.7183,0.7183,0.7183,"('D', 'C', 'D', 'D')",7.0,0,,,,
67,pd_N4,matrix,4,0.2,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.7111,1.7111,1.7111,1.8667,0.7147,0.7147,0.7147,0.7147,"('D', 'D', 'D', 'C')",7.0,0,,,,
68,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.7112,0.7112,0.7112,0.7112,"('C', 'D', 'D', 'D')",7.0,0,,,,
69,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.7076,0.7076,0.7076,0.7076,"('C', 'C', 'C', 'D')",11.0,0,,,,
70,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.7041,0.7041,0.7041,0.7041,"('C', 'D', 'C', 'D')",9.3333,0,,,,
71,pd_N4,matrix,4,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.7005,0.7005,0.7005,0.7005,"('D', 'C', 'C', 'C')",11.0,0,,,,
72,pd_N4,matrix,4,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.697,0.697,0.697,0.697,"('D', 'C', 'C', 'C')",11.0,0,,,,
73,pd_N4,matrix,4,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.6936,0.6936,0.6936,0.6936,"('D', 'C', 'C', 'C')",11.0,0,,,,
74,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.6901,0.6901,0.6901,0.6901,"('D', 'C', 'C', 'D')",9.3333,0,,,,
75,pd_N4,matrix,4,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.6866,0.6866,0.6866,0.6866,"('D', 'D', 'C', 'D')",7.0,0,,,,
76,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.6832,0.6832,0.6832,0.6832,"('C', 'C', 'C', 'D')",11.0,0,,,,
77,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.6798,0.6798,0.6798,0.6798,"('C', 'D', 'D', 'C')",9.3333,0,,,,
78,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.6764,0.6764,0.6764,0.6764,"('C', 'C', 'D', 'C')",11.0,0,,,,
79,pd_N4,matrix,4,0.2,D,C,C,C,5.0,2.0,2.0,2.0,2.6,2.8,2.8,2.8,0.673,0.673,0.673,0.673,"('D', 'C', 'C', 'C')",11.0,0,,,,
80,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6696,0.6696,0.6696,0.6696,"('C', 'C', 'C', 'C')",12.0,1,,,,
81,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.6663,0.6663,0.6663,0.6663,"('C', 'D', 'D', 'C')",9.3333,0,,,,
82,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.663,0.663,0.663,0.663,"('C', 'D', 'D', 'C')",9.3333,0,,,,
83,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.6597,0.6597,0.6597,0.6597,"('C', 'C', 'C', 'D')",11.0,0,,,,
84,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.6564,0.6564,0.6564,0.6564,"('C', 'D', 'C', 'D')",9.3333,0,,,,
85,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6531,0.6531,0.6531,0.6531,"('C', 'C', 'C', 'C')",12.0,1,,,,
86,pd_N4,matrix,4,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.6498,0.6498,0.6498,0.6498,"('C', 'D', 'C', 'C')",11.0,0,,,,
87,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.6466,0.6466,0.6466,0.6466,"('D', 'C', 'D', 'D')",7.0,0,,,,
88,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.6433,0.6433,0.6433,0.6433,"('D', 'C', 'D', 'D')",7.0,0,,,,
89,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.6401,0.6401,0.6401,0.6401,"('D', 'C', 'D', 'D')",7.0,0,,,,
90,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.6369,0.6369,0.6369,0.6369,"('D', 'C', 'D', 'D')",7.0,0,,,,
91,pd_N4,matrix,4,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.6337,0.6337,0.6337,0.6337,"('D', 'C', 'D', 'C')",9.3333,0,,,,
92,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.6306,0.6306,0.6306,0.6306,"('D', 'C', 'C', 'D')",9.3333,0,,,,
93,pd_N4,matrix,4,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.6274,0.6274,0.6274,0.6274,"('D', 'D', 'C', 'D')",7.0,0,,,,
94,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.6243,0.6243,0.6243,0.6243,"('C', 'C', 'D', 'C')",11.0,0,,,,
95,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.6211,0.6211,0.6211,0.6211,"('C', 'D', 'D', 'D')",7.0,0,,,,
96,pd_N4,matrix,4,0.2,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.7111,1.7111,1.7111,1.8667,0.618,0.618,0.618,0.618,"('D', 'D', 'D', 'C')",7.0,0,,,,
97,pd_N4,matrix,4,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.6149,0.6149,0.6149,0.6149,"('C', 'C', 'D', 'D')",9.3333,0,,,,
98,pd_N4,matrix,4,0.2,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.8667,1.7111,1.7111,1.7111,0.6119,0.6119,0.6119,0.6119,"('C', 'D', 'D', 'D')",7.0,0,,,,
99,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6088,0.6088,0.6088,0.6088,"('C', 'C', 'C', 'C')",12.0,1,,,,
100,pd_N4,matrix,4,0.2,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6058,0.6058,0.6058,0.6058,"('D', 'D', 'D', 'D')",4.0,0,0.07,9.16,,
101,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.6027,0.6027,0.6027,0.6027,"('C', 'C', 'D', 'C')",11.0,0,0.07,9.16,,
102,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.5997,0.5997,0.5997,0.5997,"('C', 'D', 'C', 'D')",9.3333,0,0.07,9.16,,
103,pd_N4,matrix,4,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.5967,0.5967,0.5967,0.5967,"('C', 'D', 'C', 'C')",11.0,0,0.06,9.15,,
104,pd_N4,matrix,4,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.5937,0.5937,0.5937,0.5937,"('D', 'C', 'D', 'C')",9.3333,0,0.06,9.1333,,
105,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.5908,0.5908,0.5908,0.5908,"('D', 'C', 'D', 'D')",7.0,0,0.06,9.11,,
106,pd_N4,matrix,4,0.2,D,C,D,C,3.6667,1.0,3.6667,1.0,2.2444,2.4222,2.2444,2.4222,0.5878,0.5878,0.5878,0.5878,"('D', 'C', 'D', 'C')",9.3333,0,0.06,9.11,,
107,pd_N4,matrix,4,0.2,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.7111,1.8667,1.7111,1.7111,0.5849,0.5849,0.5849,0.5849,"('D', 'C', 'D', 'D')",7.0,0,0.06,9.07,,
108,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.582,0.582,0.582,0.582,"('D', 'C', 'C', 'D')",9.3333,0,0.06,9.07,,
109,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.579,0.579,0.579,0.579,"('D', 'C', 'C', 'D')",9.3333,0,0.06,9.07,,
110,pd_N4,matrix,4,0.2,D,C,C,D,3.6667,1.0,1.0,3.6667,2.2444,2.4222,2.4222,2.2444,0.5762,0.5762,0.5762,0.5762,"('D', 'C', 'C', 'D')",9.3333,0,0.06,9.07,,
111,pd_N4,matrix,4,0.2,D,D,C,C,3.6667,3.6667,1.0,1.0,2.2444,2.2444,2.4222,2.4222,0.5733,0.5733,0.5733,0.5733,"('D', 'D', 'C', 'C')",9.3333,0,0.06,9.07,,
112,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5704,0.5704,0.5704,0.5704,"('C', 'C', 'C', 'C')",12.0,1,0.07,9.12,,
113,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.5676,0.5676,0.5676,0.5676,"('C', 'D', 'C', 'D')",9.3333,0,0.07,9.1433,,
114,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5647,0.5647,0.5647,0.5647,"('C', 'C', 'C', 'C')",12.0,1,0.08,9.1933,,
115,pd_N4,matrix,4,0.2,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.7111,1.7111,1.8667,1.7111,0.5619,0.5619,0.5619,0.5619,"('D', 'D', 'C', 'D')",7.0,0,0.08,9.17,,
116,pd_N4,matrix,4,0.2,C,D,C,C,2.0,5.0,2.0,2.0,2.8,2.6,2.8,2.8,0.5591,0.5591,0.5591,0.5591,"('C', 'D', 'C', 'C')",11.0,0,0.08,9.21,,
117,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.5563,0.5563,0.5563,0.5563,"('C', 'D', 'D', 'C')",9.3333,0,0.08,9.1933,,
118,pd_N4,matrix,4,0.2,C,D,D,C,1.0,3.6667,3.6667,1.0,2.4222,2.2444,2.2444,2.4222,0.5535,0.5535,0.5535,0.5535,"('C', 'D', 'D', 'C')",9.3333,0,0.08,9.1767,,
119,pd_N4,matrix,4,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5507,0.5507,0.5507,0.5507,"('C', 'C', 'D', 'D')",9.3333,0,0.08,9.16,,
120,pd_N4,matrix,4,0.2,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.548,0.548,0.548,0.548,"('C', 'C', 'C', 'C')",12.0,1,0.09,9.24,,
121,pd_N4,matrix,4,0.2,C,D,C,D,1.0,3.6667,1.0,3.6667,2.4222,2.2444,2.4222,2.2444,0.5452,0.5452,0.5452,0.5452,"('C', 'D', 'C', 'D')",9.3333,0,0.09,9.2933,,
122,pd_N4,matrix,4,0.2,C,C,D,C,2.0,2.0,5.0,2.0,2.8,2.8,2.6,2.8,0.5425,0.5425,0.5425,0.5425,"('C', 'C', 'D', 'C')",11.0,0,0.09,9.2933,,
123,pd_N4,matrix,4,0.2,C,C,C,D,2.0,2.0,2.0,5.0,2.8,2.8,2.8,2.6,0.5398,0.5398,0.5398,0.5398,"('C', 'C', 'C', 'D')",11.0,0,0.09,9.31,,
124,pd_N4,matrix,4,0.2,C,C,D,D,1.0,1.0,3.6667,3.6667,2.4222,2.4222,2.2444,2.2444,0.5371,0.5371,0.5371,0.5371,"('C', 'C', 'D', 'D')",9.3333,0,0.09,9.31,,
