step,experiment,type,N,empathy_alpha,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
13,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.9369,0.9369,0.9369,0.9369,"('C', 'D', 'D', 'D')",7.0,0,,,,
14,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.9322,0.9322,0.9322,0.9322,"('D', 'C', 'D', 'D')",7.0,0,,,,
15,pd_N4,matrix,4,1.0,D,C,D,C,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,0.9276,0.9276,0.9276,0.9276,"('D', 'C', 'D', 'C')",9.3333,0,,,,
16,pd_N4,matrix,4,1.0,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.9229,0.9229,0.9229,0.9229,"('D', 'D', 'C', 'D')",7.0,0,,,,
17,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.9183,0.9183,0.9183,0.9183,"('C', 'C', 'C', 'D')",11.0,0,,,,
18,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.9137,0.9137,0.9137,0.9137,"('C', 'C', 'C', 'D')",11.0,0,,,,
19,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.9092,0.9092,0.9092,0.9092,"('C', 'D', 'D', 'C')",9.3333,0,,,,
20,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9046,0.9046,0.9046,0.9046,"('D', 'D', 'D', 'D')",4.0,0,,,,
21,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9001,0.9001,0.9001,0.9001,"('D', 'D', 'D', 'D')",4.0,0,,,,
22,pd_N4,matrix,4,1.0,C,D,C,C,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.8956,0.8956,0.8956,0.8956,"('C', 'D', 'C', 'C')",11.0,0,,,,
23,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.8911,0.8911,0.8911,0.8911,"('C', 'C', 'D', 'D')",9.3333,0,,,,
24,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.8867,0.8867,0.8867,0.8867,"('C', 'C', 'D', 'D')",9.3333,0,,,,
25,pd_N4,matrix,4,1.0,C,D,C,D,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,0.8822,0.8822,0.8822,0.8822,"('C', 'D', 'C', 'D')",9.3333,0,,,,
26,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.8778,0.8778,0.8778,0.8778,"('D', 'C', 'C', 'D')",9.3333,0,,,,
27,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.8734,0.8734,0.8734,0.8734,"('D', 'C', 'C', 'D')",9.3333,0,,,,
28,pd_N4,matrix,4,1.0,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.8691,0.8691,0.8691,0.8691,"('D', 'D', 'D', 'C')",7.0,0,,,,
29,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647,0.8647,0.8647,0.8647,"('D', 'D', 'D', 'D')",4.0,0,,,,
30,pd_N4,matrix,4,1.0,C,C,D,C,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,0.8604,0.8604,0.8604,0.8604,"('C', 'C', 'D', 'C')",11.0,0,,,,
31,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.8561,0.8561,0.8561,0.8561,"('C', 'D', 'D', 'D')",7.0,0,,,,
32,pd_N4,matrix,4,1.0,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.8518,0.8518,0.8518,0.8518,"('C', 'C', 'C', 'C')",12.0,1,,,,
33,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.8475,0.8475,0.8475,0.8475,"('D', 'C', 'C', 'D')",9.3333,0,,,,
34,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.8433,0.8433,0.8433,0.8433,"('C', 'D', 'D', 'D')",7.0,0,,,,
35,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.8391,0.8391,0.8391,0.8391,"('C', 'D', 'D', 'D')",7.0,0,,,,
36,pd_N4,matrix,4,1.0,C,D,C,C,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.8349,0.8349,0.8349,0.8349,"('C', 'D', 'C', 'C')",11.0,0,,,,
37,pd_N4,matrix,4,1.0,D,C,D,C,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,0.8307,0.8307,0.8307,0.8307,"('D', 'C', 'D', 'C')",9.3333,0,,,,
38,pd_N4,matrix,4,1.0,C,C,D,C,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,0.8266,0.8266,0.8266,0.8266,"('C', 'C', 'D', 'C')",11.0,0,,,,
39,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8224,0.8224,0.8224,0.8224,"('D', 'D', 'D', 'D')",4.0,0,,,,
40,pd_N4,matrix,4,1.0,D,C,C,C,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.8183,0.8183,0.8183,0.8183,"('D', 'C', 'C', 'C')",11.0,0,,,,
41,pd_N4,matrix,4,1.0,D,D,C,C,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,0.8142,0.8142,0.8142,0.8142,"('D', 'D', 'C', 'C')",9.3333,0,,,,
42,pd_N4,matrix,4,1.0,C,D,C,C,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.8102,0.8102,0.8102,0.8102,"('C', 'D', 'C', 'C')",11.0,0,,,,
43,pd_N4,matrix,4,1.0,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.8061,0.8061,0.8061,0.8061,"('D', 'D', 'D', 'C')",7.0,0,,,,
44,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8021,0.8021,0.8021,0.8021,"('D', 'D', 'D', 'D')",4.0,0,,,,
45,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.7981,0.7981,0.7981,0.7981,"('D', 'C', 'D', 'D')",7.0,0,,,,
46,pd_N4,matrix,4,1.0,C,C,D,C,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,0.7941,0.7941,0.7941,0.7941,"('C', 'C', 'D', 'C')",11.0,0,,,,
47,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7901,0.7901,0.7901,0.7901,"('C', 'D', 'D', 'D')",7.0,0,,,,
48,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7862,0.7862,0.7862,0.7862,"('C', 'D', 'D', 'D')",7.0,0,,,,
49,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7822,0.7822,0.7822,0.7822,"('C', 'D', 'D', 'D')",7.0,0,,,,
50,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.7783,0.7783,0.7783,0.7783,"('C', 'D', 'D', 'C')",9.3333,0,,,,
51,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.7744,0.7744,0.7744,0.7744,"('D', 'C', 'C', 'D')",9.3333,0,,,,
52,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.7705,0.7705,0.7705,0.7705,"('D', 'C', 'C', 'D')",9.3333,0,,,,
53,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.7667,0.7667,0.7667,0.7667,"('C', 'D', 'D', 'C')",9.3333,0,,,,
54,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.7629,0.7629,0.7629,0.7629,"('C', 'C', 'D', 'D')",9.3333,0,,,,
55,pd_N4,matrix,4,1.0,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.759,0.759,0.759,0.759,"('D', 'D', 'C', 'D')",7.0,0,,,,
56,pd_N4,matrix,4,1.0,C,C,D,C,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,0.7553,0.7553,0.7553,0.7553,"('C', 'C', 'D', 'C')",11.0,0,,,,
57,pd_N4,matrix,4,1.0,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.7515,0.7515,0.7515,0.7515,"('D', 'D', 'C', 'D')",7.0,0,,,,
58,pd_N4,matrix,4,1.0,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7477,0.7477,0.7477,0.7477,"('C', 'C', 'C', 'C')",12.0,1,,,,
59,pd_N4,matrix,4,1.0,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.744,0.744,0.744,0.744,"('D', 'D', 'D', 'C')",7.0,0,,,,
60,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.7403,0.7403,0.7403,0.7403,"('D', 'C', 'D', 'D')",7.0,0,,,,
61,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.7366,0.7366,0.7366,0.7366,"('C', 'C', 'C', 'D')",11.0,0,,,,
62,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7329,0.7329,0.7329,0.7329,"('C', 'D', 'D', 'D')",7.0,0,,,,
63,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7292,0.7292,0.7292,0.7292,"('C', 'D', 'D', 'D')",7.0,0,,,,
64,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7256,0.7256,0.7256,0.7256,"('C', 'D', 'D', 'D')",7.0,0,,,,
65,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.7219,0.7219,0.7219,0.7219,"('C', 'C', 'C', 'D')",11.0,0,,,,
66,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.7183,0.7183,0.7183,0.7183,"('D', 'C', 'D', 'D')",7.0,0,,,,
67,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7147,0.7147,0.7147,0.7147,"('D', 'D', 'D', 'D')",4.0,0,,,,
68,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7112,0.7112,0.7112,0.7112,"('D', 'D', 'D', 'D')",4.0,0,,,,
69,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.7076,0.7076,0.7076,0.7076,"('C', 'C', 'C', 'D')",11.0,0,,,,
70,pd_N4,matrix,4,1.0,C,D,C,D,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,0.7041,0.7041,0.7041,0.7041,"('C', 'D', 'C', 'D')",9.3333,0,,,,
71,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.7005,0.7005,0.7005,0.7005,"('D', 'C', 'C', 'D')",9.3333,0,,,,
72,pd_N4,matrix,4,1.0,D,C,C,C,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.697,0.697,0.697,0.697,"('D', 'C', 'C', 'C')",11.0,0,,,,
73,pd_N4,matrix,4,1.0,D,C,C,C,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.6936,0.6936,0.6936,0.6936,"('D', 'C', 'C', 'C')",11.0,0,,,,
74,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.6901,0.6901,0.6901,0.6901,"('D', 'C', 'C', 'D')",9.3333,0,,,,
75,pd_N4,matrix,4,1.0,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.6866,0.6866,0.6866,0.6866,"('D', 'D', 'C', 'D')",7.0,0,,,,
76,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.6832,0.6832,0.6832,0.6832,"('C', 'C', 'C', 'D')",11.0,0,,,,
77,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.6798,0.6798,0.6798,0.6798,"('C', 'D', 'D', 'C')",9.3333,0,,,,
78,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6764,0.6764,0.6764,0.6764,"('D', 'C', 'D', 'D')",7.0,0,,,,
79,pd_N4,matrix,4,1.0,D,C,D,C,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,0.673,0.673,0.673,0.673,"('D', 'C', 'D', 'C')",9.3333,0,,,,
80,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.6696,0.6696,0.6696,0.6696,"('C', 'C', 'D', 'D')",9.3333,0,,,,
81,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.6663,0.6663,0.6663,0.6663,"('C', 'D', 'D', 'D')",7.0,0,,,,
82,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.663,0.663,0.663,0.663,"('C', 'D', 'D', 'C')",9.3333,0,,,,
83,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.6597,0.6597,0.6597,0.6597,"('C', 'C', 'C', 'D')",11.0,0,,,,
84,pd_N4,matrix,4,1.0,C,D,C,D,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,0.6564,0.6564,0.6564,0.6564,"('C', 'D', 'C', 'D')",9.3333,0,,,,
85,pd_N4,matrix,4,1.0,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6531,0.6531,0.6531,0.6531,"('C', 'C', 'C', 'C')",12.0,1,,,,
86,pd_N4,matrix,4,1.0,D,D,C,C,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,0.6498,0.6498,0.6498,0.6498,"('D', 'D', 'C', 'C')",9.3333,0,,,,
87,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.6466,0.6466,0.6466,0.6466,"('D', 'C', 'C', 'D')",9.3333,0,,,,
88,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6433,0.6433,0.6433,0.6433,"('D', 'C', 'D', 'D')",7.0,0,,,,
89,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6401,0.6401,0.6401,0.6401,"('D', 'C', 'D', 'D')",7.0,0,,,,
90,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6369,0.6369,0.6369,0.6369,"('D', 'C', 'D', 'D')",7.0,0,,,,
91,pd_N4,matrix,4,1.0,D,C,D,C,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,0.6337,0.6337,0.6337,0.6337,"('D', 'C', 'D', 'C')",9.3333,0,,,,
92,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6306,0.6306,0.6306,0.6306,"('D', 'C', 'D', 'D')",7.0,0,,,,
93,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6274,0.6274,0.6274,0.6274,"('D', 'D', 'D', 'D')",4.0,0,,,,
94,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.6243,0.6243,0.6243,0.6243,"('C', 'D', 'D', 'C')",9.3333,0,,,,
95,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6211,0.6211,0.6211,0.6211,"('D', 'D', 'D', 'D')",4.0,0,,,,
96,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.618,0.618,0.618,0.618,"('D', 'D', 'D', 'D')",4.0,0,,,,
97,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6149,0.6149,0.6149,0.6149,"('D', 'C', 'D', 'D')",7.0,0,,,,
98,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.6119,0.6119,0.6119,0.6119,"('C', 'C', 'D', 'D')",9.3333,0,,,,
99,pd_N4,matrix,4,1.0,C,C,C,D,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,0.6088,0.6088,0.6088,0.6088,"('C', 'C', 'C', 'D')",11.0,0,,,,
100,pd_N4,matrix,4,1.0,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6058,0.6058,0.6058,0.6058,"('D', 'D', 'D', 'D')",4.0,0,0.04,8.5267,,
101,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.6027,0.6027,0.6027,0.6027,"('C', 'C', 'D', 'D')",9.3333,0,0.04,8.51,,
102,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5997,0.5997,0.5997,0.5997,"('C', 'D', 'D', 'D')",7.0,0,0.04,8.4867,,
103,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5967,0.5967,0.5967,0.5967,"('C', 'D', 'D', 'D')",7.0,0,0.03,8.4367,,
104,pd_N4,matrix,4,1.0,C,D,D,C,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,1.0,0.5937,0.5937,0.5937,0.5937,"('C', 'D', 'D', 'C')",9.3333,0,0.03,8.42,,
105,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5908,0.5908,0.5908,0.5908,"('D', 'C', 'D', 'D')",7.0,0,0.03,8.3967,,
106,pd_N4,matrix,4,1.0,D,C,D,C,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,0.5878,0.5878,0.5878,0.5878,"('D', 'C', 'D', 'C')",9.3333,0,0.03,8.3967,,
107,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5849,0.5849,0.5849,0.5849,"('D', 'C', 'D', 'D')",7.0,0,0.03,8.3567,,
108,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.582,0.582,0.582,0.582,"('D', 'C', 'C', 'D')",9.3333,0,0.03,8.3567,,
109,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.579,0.579,0.579,0.579,"('D', 'C', 'D', 'D')",7.0,0,0.03,8.3333,,
110,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.5762,0.5762,0.5762,0.5762,"('D', 'C', 'C', 'D')",9.3333,0,0.03,8.3333,,
111,pd_N4,matrix,4,1.0,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.5733,0.5733,0.5733,0.5733,"('D', 'D', 'D', 'C')",7.0,0,0.03,8.31,,
112,pd_N4,matrix,4,1.0,C,C,D,D,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,3.6667,0.5704,0.5704,0.5704,0.5704,"('C', 'C', 'D', 'D')",9.3333,0,0.03,8.3333,,
113,pd_N4,matrix,4,1.0,C,D,C,D,1.0,3.6667,1.0,3.6667,1.0,3.6667,1.0,3.6667,0.5676,0.5676,0.5676,0.5676,"('C', 'D', 'C', 'D')",9.3333,0,0.03,8.3567,,
114,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.5647,0.5647,0.5647,0.5647,"('D', 'C', 'C', 'D')",9.3333,0,0.03,8.38,,
115,pd_N4,matrix,4,1.0,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.5619,0.5619,0.5619,0.5619,"('D', 'D', 'C', 'D')",7.0,0,0.03,8.3567,,
116,pd_N4,matrix,4,1.0,C,D,C,C,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.5591,0.5591,0.5591,0.5591,"('C', 'D', 'C', 'C')",11.0,0,0.03,8.3967,,
117,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5563,0.5563,0.5563,0.5563,"('C', 'D', 'D', 'D')",7.0,0,0.03,8.3567,,
118,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5535,0.5535,0.5535,0.5535,"('C', 'D', 'D', 'D')",7.0,0,0.03,8.3167,,
119,pd_N4,matrix,4,1.0,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5507,0.5507,0.5507,0.5507,"('C', 'D', 'D', 'D')",7.0,0,0.03,8.2933,,
120,pd_N4,matrix,4,1.0,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.548,0.548,0.548,0.548,"('C', 'C', 'C', 'C')",12.0,1,0.04,8.3733,,
121,pd_N4,matrix,4,1.0,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.5452,0.5452,0.5452,0.5452,"('D', 'D', 'C', 'D')",7.0,0,0.04,8.4033,,
122,pd_N4,matrix,4,1.0,C,C,D,C,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,0.5425,0.5425,0.5425,0.5425,"('C', 'C', 'D', 'C')",11.0,0,0.04,8.4033,,
123,pd_N4,matrix,4,1.0,D,C,C,D,3.6667,1.0,1.0,3.6667,3.6667,1.0,1.0,3.6667,0.5398,0.5398,0.5398,0.5398,"('D', 'C', 'C', 'D')",9.3333,0,0.04,8.4033,,
124,pd_N4,matrix,4,1.0,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5371,0.5371,0.5371,0.5371,"('D', 'C', 'D', 'D')",7.0,0,0.04,8.38,,
