episode,alpha_emp,N,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
1054,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1055,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1056,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1057,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1058,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1059,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.95,5.95
1060,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1061,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1062,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.94,5.94
1063,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.93,5.93
1064,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1065,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.92,5.92
1066,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1067,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1068,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1069,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1070,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1071,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1072,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1073,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1074,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1075,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1076,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1077,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1078,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1079,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1080,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1081,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1082,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1083,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1084,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1085,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1086,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1087,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1088,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1089,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1090,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1091,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1092,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1093,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1094,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1095,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1096,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1097,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1098,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1099,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1100,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1101,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1102,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1103,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.95,5.95
1104,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1105,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1106,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1107,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1108,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1109,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1110,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1111,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1112,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1113,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1114,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.94,5.94
1115,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1116,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1117,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1118,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1119,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1120,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1121,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1122,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1123,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1124,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1125,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1126,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1127,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1128,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1129,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1130,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1131,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1132,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1133,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1134,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1135,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1136,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1137,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1138,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1139,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1140,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1141,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1142,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1143,0.5,2,C,D,0.0,5.0,2.5,2.5,0.05,0.05,5.0,0,0.93,5.93
1144,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1145,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1146,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1147,0.5,2,C,D,0.0,5.0,2.5,2.5,0.05,0.05,5.0,0,0.92,5.92
1148,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1149,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1150,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1151,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1152,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1153,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1154,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1155,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1156,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1157,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1158,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.92,5.92
1159,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1160,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1161,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.93,5.93
1162,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1163,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1164,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1165,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1166,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1167,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1168,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1169,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1170,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1171,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1172,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1173,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1174,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1175,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1176,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1177,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1178,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1179,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1180,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1181,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1182,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1183,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1184,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1185,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.95,5.95
1186,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1187,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1188,0.5,2,C,D,0.0,5.0,2.5,2.5,0.05,0.05,5.0,0,0.94,5.94
1189,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1190,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1191,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1192,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1193,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1194,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1195,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1196,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1197,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1198,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1199,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1200,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1201,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1202,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.94,5.94
1203,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1204,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1205,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1206,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1207,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1208,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1209,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1210,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1211,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1212,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1213,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1214,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1215,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1216,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1217,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1218,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1219,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1220,0.5,2,C,D,0.0,5.0,2.5,2.5,0.05,0.05,5.0,0,0.95,5.95
1221,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1222,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1223,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1224,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1225,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1226,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1227,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1228,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1229,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1230,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1231,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1232,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1233,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1234,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1235,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1236,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1237,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1238,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1239,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1240,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1241,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1242,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1243,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1244,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1245,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1246,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1247,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1248,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1249,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1250,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1251,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1252,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1253,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1254,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1255,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1256,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1257,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1258,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1259,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1260,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1261,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1262,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1263,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1264,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1265,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1266,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1267,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1268,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1269,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1270,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1271,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.97,5.97
1272,0.5,2,C,D,0.0,5.0,2.5,2.5,0.05,0.05,5.0,0,0.96,5.96
1273,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.95,5.95
1274,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1275,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1276,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1277,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1278,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1279,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1280,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1281,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1282,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1283,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1284,0.5,2,C,D,0.0,5.0,2.5,2.5,0.05,0.05,5.0,0,0.94,5.94
1285,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1286,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1287,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1288,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1289,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1290,0.5,2,D,C,5.0,0.0,2.5,2.5,0.05,0.05,5.0,0,0.95,5.95
1291,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1292,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1293,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1294,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1295,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1296,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1297,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1298,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1299,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1300,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1301,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1302,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1303,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1304,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1305,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1306,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1307,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1308,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1309,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1310,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1311,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1312,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1313,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1314,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1315,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1316,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1317,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1318,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1319,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.95,5.95
1320,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1321,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1322,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1323,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1324,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
1325,0.5,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.96,5.96
