episode,alpha_emp,N,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
1008,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1009,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1010,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1011,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1012,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1013,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1014,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1015,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1016,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1017,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1018,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1019,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1020,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1021,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1022,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1023,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1024,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1025,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1026,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1027,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1028,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1029,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1030,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1031,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1032,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1033,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1034,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1035,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1036,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1037,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1038,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1039,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1040,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.0
1041,1.0,2,C,D,0.0,5.0,0.0,5.0,0.05,0.05,5.0,0,0.0,2.03
1042,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1043,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1044,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1045,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1046,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1047,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1048,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1049,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1050,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1051,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1052,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1053,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1054,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1055,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1056,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1057,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.03
1058,1.0,2,C,D,0.0,5.0,0.0,5.0,0.05,0.05,5.0,0,0.0,2.06
1059,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1060,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1061,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1062,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1063,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1064,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1065,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1066,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1067,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1068,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1069,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1070,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1071,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1072,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1073,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1074,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1075,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1076,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1077,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.06
1078,1.0,2,C,D,0.0,5.0,0.0,5.0,0.05,0.05,5.0,0,0.0,2.09
1079,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1080,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1081,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1082,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1083,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1084,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1085,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1086,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1087,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1088,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1089,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1090,1.0,2,C,D,0.0,5.0,0.0,5.0,0.05,0.05,5.0,0,0.0,2.12
1091,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1092,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1093,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1094,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1095,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1096,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1097,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1098,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1099,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1100,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1101,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1102,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1103,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1104,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1105,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1106,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1107,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1108,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1109,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1110,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1111,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1112,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1113,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1114,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1115,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1116,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1117,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1118,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1119,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1120,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1121,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1122,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1123,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1124,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1125,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1126,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1127,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1128,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1129,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1130,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1131,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1132,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1133,1.0,2,C,D,0.0,5.0,0.0,5.0,0.05,0.05,5.0,0,0.0,2.15
1134,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1135,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1136,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1137,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1138,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1139,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1140,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1141,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1142,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1143,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1144,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1145,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1146,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1147,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1148,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1149,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1150,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1151,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1152,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1153,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1154,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.15
1155,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1156,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1157,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1158,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1159,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1160,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1161,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1162,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1163,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1164,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1165,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1166,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1167,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1168,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1169,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1170,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1171,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1172,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1173,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1174,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1175,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1176,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1177,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1178,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1179,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1180,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1181,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1182,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1183,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1184,1.0,2,C,D,0.0,5.0,0.0,5.0,0.05,0.05,5.0,0,0.0,2.12
1185,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1186,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1187,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1188,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1189,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1190,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1191,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1192,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1193,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1194,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1195,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1196,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1197,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1198,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1199,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1200,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1201,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1202,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1203,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1204,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1205,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1206,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1207,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1208,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1209,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1210,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1211,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1212,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1213,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1214,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1215,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.12
1216,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1217,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1218,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1219,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1220,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1221,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1222,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1223,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1224,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1225,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1226,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1227,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1228,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1229,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1230,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1231,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1232,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.12
1233,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1234,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1235,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1236,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1237,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1238,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1239,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1240,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1241,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1242,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1243,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1244,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1245,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1246,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1247,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1248,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1249,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1250,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.09
1251,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.12
1252,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.15
1253,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1254,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.15
1255,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.15
1256,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.18
1257,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.18
1258,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.21
1259,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.21
1260,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.24
1261,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.24
1262,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.27
1263,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.27
1264,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.27
1265,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.27
1266,1.0,2,D,C,5.0,0.0,5.0,0.0,0.05,0.05,5.0,0,0.0,2.3
1267,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1268,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1269,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1270,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1271,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1272,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1273,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,2.3
1274,1.0,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.01,2.34
1275,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,2.34
1276,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,2.34
1277,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,2.34
1278,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,2.34
1279,1.0,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,2.34
