episode,alpha_emp,N,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
2310,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9267
2311,0.8,4,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.05,0.05,0.05,0.05,9.3333,0,0.0,5.95
2312,0.8,4,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.05,0.05,0.05,0.05,11.0,0,0.0,5.99
2313,0.8,4,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.05,0.05,0.05,0.05,9.3333,0,0.0,6.0133
2314,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0433
2315,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0733
2316,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0433
2317,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0133
2318,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0133
2319,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0133
2320,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0133
2321,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9833
2322,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9533
2323,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9533
2324,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9533
2325,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9533
2326,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9533
2327,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9233
2328,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.87
2329,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.87
2330,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.87
2331,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9
2332,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9
2333,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.93
2334,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.93
2335,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.96
2336,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.93
2337,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.96
2338,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.96
2339,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9367
2340,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9067
2341,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9367
2342,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9367
2343,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9667
2344,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9667
2345,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9967
2346,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9967
2347,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0267
2348,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0267
2349,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0567
2350,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0567
2351,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0867
2352,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0867
2353,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.1167
2354,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.1167
2355,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.1167
2356,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0867
2357,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0867
2358,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0867
2359,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0867
2360,0.8,4,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0867
2361,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.1167
2362,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.1167
2363,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0633
2364,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0633
2365,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0333
2366,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0633
2367,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0333
2368,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0333
2369,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0333
2370,0.8,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.05,0.05,0.05,0.05,9.3333,0,0.0,6.0567
2371,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0567
2372,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0567
2373,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0567
2374,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0267
2375,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0567
2376,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0267
2377,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0267
2378,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,6.0267
2379,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,6.0267
2380,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9967
2381,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9967
2382,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9667
2383,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9667
2384,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9367
2385,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.9067
2386,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.9067
2387,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.8767
2388,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.8467
2389,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.8167
2390,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.7867
2391,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.7867
2392,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.7567
2393,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.7033
2394,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.6333
2395,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.61
2396,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.58
2397,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.55
2398,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.55
2399,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.52
2400,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.52
2401,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.49
2402,0.8,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.52
2403,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.52
2404,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.52
2405,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.49
2406,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.49
2407,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.46
2408,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.43
2409,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.4
2410,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.4
2411,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3467
2412,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2767
2413,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.2533
2414,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2233
2415,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1933
2416,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.2233
2417,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.2533
2418,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2533
2419,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2533
2420,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2533
2421,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2533
2422,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2533
2423,0.8,4,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.05,0.05,0.05,0.05,7.0,0,0.0,5.2833
2424,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.3133
2425,0.8,4,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.05,0.05,0.05,0.05,9.3333,0,0.0,5.3667
2426,0.8,4,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.05,0.05,0.05,0.05,11.0,0,0.0,5.4367
2427,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.4367
2428,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.4367
2429,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.4067
2430,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.4067
2431,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3767
2432,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3767
2433,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3467
2434,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3467
2435,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3167
2436,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.3167
2437,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2867
2438,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2567
2439,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2267
2440,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.2267
2441,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1967
2442,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1967
2443,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1667
2444,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1667
2445,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1367
2446,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1367
2447,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1067
2448,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.1067
2449,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0767
2450,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0767
2451,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.0767
2452,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0767
2453,0.8,4,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.05,0.05,0.05,0.05,7.0,0,0.0,5.0767
2454,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.1067
2455,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0767
2456,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0767
2457,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0467
2458,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0467
2459,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,5.0167
2460,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.9867
2461,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.9567
2462,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.9267
2463,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.9267
2464,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.8967
2465,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.8967
2466,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.8667
2467,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.8667
2468,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.8367
2469,0.8,4,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.05,0.05,0.05,0.05,9.3333,0,0.0,4.89
2470,0.8,4,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.05,0.05,0.05,0.05,9.3333,0,0.0,4.89
2471,0.8,4,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.05,0.05,0.05,0.05,11.0,0,0.0,4.93
2472,0.8,4,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,4.0,0,0.0,4.93
2473,0.8,4,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.05,0.05,0.05,0.05,7.0,0,0.0,4.93
2474,0.8,4,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,4.96
2475,0.8,4,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,4.96
2476,0.8,4,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.05,0.05,0.05,0.05,9.3333,0,0.0,5.0133
2477,0.8,4,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.05,0.05,0.05,0.05,7.0,0,0.0,5.0133
