N,alpha_emp,episodes,last_100_avg_coop,last_100_avg_total_reward,time_to_coop_threshold
4,1.0,5000,0.0,4.764985999999992,
4,0.8,5000,0.0046000000000000025,6.805297000000003,
4,0.5,5000,0.0,7.599670000000002,
4,0.2,5000,0.1877,11.073033000000004,
