step,experiment,type,N,empathy_alpha,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
2053,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2054,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2055,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2056,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2057,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2058,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2059,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2060,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2061,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2062,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2063,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2064,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2065,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2066,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2067,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2068,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2069,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2070,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2071,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2072,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2073,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2074,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2075,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.94,5.94,,
2076,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2077,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2078,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2079,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2080,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.93,5.93,,
2081,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2082,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2083,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2084,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2085,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2086,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2087,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2088,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2089,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2090,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2091,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2092,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2093,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2094,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2095,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2096,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2097,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2098,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2099,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2100,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2101,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2102,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2103,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2104,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.93,5.93,,
2105,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2106,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2107,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2108,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2109,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2110,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2111,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2112,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2113,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2114,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2115,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2116,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2117,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2118,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2119,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
2120,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2121,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2122,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2123,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2124,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2125,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2126,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2127,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2128,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2129,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2130,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2131,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2132,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2133,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2134,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2135,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2136,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2137,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
2138,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2139,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2140,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2141,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2142,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2143,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2144,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2145,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2146,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2147,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2148,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2149,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2150,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2151,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2152,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2153,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2154,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2155,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2156,pd_N2,matrix,2,0.2,D,C,5.0,0.0,1.0,4.0,0.05,0.05,"('D', 'C')",5.0,0,0.96,5.96,,
2157,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2158,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2159,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2160,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2161,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2162,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2163,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2164,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2165,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.95,5.95,,
2166,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2167,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2168,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2169,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2170,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2171,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2172,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2173,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2174,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.95,5.95,,
2175,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2176,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2177,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2178,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2179,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.96,5.96,,
2180,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2181,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2182,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2183,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2184,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2185,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2186,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2187,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2188,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2189,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2190,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2191,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2192,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2193,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2194,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2195,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2196,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2197,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2198,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2199,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2200,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2201,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2202,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2203,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2204,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2205,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2206,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2207,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2208,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2209,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2210,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2211,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2212,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2213,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2214,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2215,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2216,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2217,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2218,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.98,5.98,,
2219,pd_N2,matrix,2,0.2,D,C,5.0,0.0,1.0,4.0,0.05,0.05,"('D', 'C')",5.0,0,0.97,5.97,,
2220,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2221,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2222,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2223,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2224,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2225,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2226,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2227,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2228,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2229,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2230,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2231,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2232,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2233,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2234,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2235,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2236,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2237,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2238,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2239,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2240,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2241,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2242,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2243,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
2244,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.97,5.97,,
