step,experiment,type,N,empathy_alpha,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
2843,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2844,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2845,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2846,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2847,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2848,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2849,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2850,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2851,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2852,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2853,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.42,,
2854,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.39,,
2855,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.39,,
2856,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.36,,
2857,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.36,,
2858,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.33,,
2859,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.33,,
2860,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.3,,
2861,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.27,,
2862,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.27,,
2863,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.24,,
2864,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.24,,
2865,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.21,,
2866,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.21,,
2867,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2868,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2869,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2870,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2871,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2872,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2873,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2874,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2875,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2876,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2877,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.18,,
2878,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2879,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2880,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2881,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2882,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2883,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2884,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2885,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2886,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2887,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2888,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2889,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2890,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2891,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2892,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2893,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2894,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2895,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2896,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2897,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2898,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2899,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2900,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2901,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2902,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2903,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2904,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2905,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2906,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2907,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2908,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2909,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2910,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2911,pd_N2,matrix,2,1.0,C,D,0.0,5.0,0.0,5.0,0.05,0.05,"('C', 'D')",5.0,0,0.0,2.15,,
2912,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2913,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2914,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2915,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2916,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2917,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2918,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2919,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2920,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2921,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2922,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.09,,
2923,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.09,,
2924,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.09,,
2925,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2926,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2927,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2928,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2929,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2930,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2931,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2932,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2933,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2934,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2935,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2936,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2937,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2938,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2939,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2940,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2941,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2942,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2943,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2944,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2945,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2946,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.03,,
2947,pd_N2,matrix,2,1.0,C,D,0.0,5.0,0.0,5.0,0.05,0.05,"('C', 'D')",5.0,0,0.0,2.06,,
2948,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.06,,
2949,pd_N2,matrix,2,1.0,C,D,0.0,5.0,0.0,5.0,0.05,0.05,"('C', 'D')",5.0,0,0.0,2.09,,
2950,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.09,,
2951,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.09,,
2952,pd_N2,matrix,2,1.0,C,D,0.0,5.0,0.0,5.0,0.05,0.05,"('C', 'D')",5.0,0,0.0,2.12,,
2953,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2954,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2955,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2956,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2957,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
2958,pd_N2,matrix,2,1.0,D,C,5.0,0.0,5.0,0.0,0.05,0.05,"('D', 'C')",5.0,0,0.0,2.15,,
2959,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2960,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2961,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2962,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2963,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2964,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2965,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2966,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2967,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2968,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2969,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2970,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2971,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2972,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2973,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2974,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2975,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2976,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2977,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2978,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2979,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2980,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2981,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2982,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2983,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2984,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2985,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2986,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2987,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2988,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2989,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2990,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2991,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2992,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2993,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2994,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2995,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2996,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2997,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2998,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
2999,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3000,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3001,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3002,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3003,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3004,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3005,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3006,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3007,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3008,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3009,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3010,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3011,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3012,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3013,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3014,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3015,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3016,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3017,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3018,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3019,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3020,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3021,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3022,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3023,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.12,,
3024,pd_N2,matrix,2,1.0,C,D,0.0,5.0,0.0,5.0,0.05,0.05,"('C', 'D')",5.0,0,0.0,2.15,,
3025,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3026,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3027,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3028,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3029,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3030,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3031,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3032,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3033,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
3034,pd_N2,matrix,2,1.0,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.0,2.15,,
