episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
89,0.5,D,C,C,C,5.0,2.0,2.0,2.0,3.5,2.5,2.5,2.5,0.6401,0.6401,0.6401,0.6401,11.0,0,,
90,0.5,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6369,0.6369,0.6369,0.6369,12.0,1,,
91,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.6337,0.6337,0.6337,0.6337,9.3333,0,,
92,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.6306,0.6306,0.6306,0.6306,9.3333,0,,
93,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.6274,0.6274,0.6274,0.6274,9.3333,0,,
94,0.5,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.6243,0.6243,0.6243,0.6243,11.0,0,,
95,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.6211,0.6211,0.6211,0.6211,11.0,0,,
96,0.5,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.618,0.618,0.618,0.618,11.0,0,,
97,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.6149,0.6149,0.6149,0.6149,11.0,0,,
98,0.5,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.6119,0.6119,0.6119,0.6119,7.0,0,,
99,0.5,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.6088,0.6088,0.6088,0.6088,9.3333,0,,
100,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.6058,0.6058,0.6058,0.6058,11.0,0,0.06,9.3667
101,0.5,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6027,0.6027,0.6027,0.6027,12.0,1,0.07,9.3767
102,0.5,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5997,0.5997,0.5997,0.5997,7.0,0,0.07,9.3533
103,0.5,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5967,0.5967,0.5967,0.5967,7.0,0,0.06,9.3033
104,0.5,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5937,0.5937,0.5937,0.5937,7.0,0,0.06,9.2633
105,0.5,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.5908,0.5908,0.5908,0.5908,9.3333,0,0.06,9.2633
106,0.5,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5878,0.5878,0.5878,0.5878,12.0,1,0.07,9.29
107,0.5,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.5849,0.5849,0.5849,0.5849,7.0,0,0.07,9.25
108,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.582,0.582,0.582,0.582,9.3333,0,0.07,9.25
109,0.5,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.579,0.579,0.579,0.579,9.3333,0,0.07,9.25
110,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5762,0.5762,0.5762,0.5762,9.3333,0,0.07,9.25
111,0.5,D,D,D,C,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.5733,0.5733,0.5733,0.5733,7.0,0,0.07,9.2267
112,0.5,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.5704,0.5704,0.5704,0.5704,9.3333,0,0.07,9.25
113,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.5676,0.5676,0.5676,0.5676,11.0,0,0.07,9.29
114,0.5,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5647,0.5647,0.5647,0.5647,7.0,0,0.07,9.2667
115,0.5,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5619,0.5619,0.5619,0.5619,7.0,0,0.07,9.2267
116,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.5591,0.5591,0.5591,0.5591,11.0,0,0.07,9.2667
117,0.5,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.5563,0.5563,0.5563,0.5563,9.3333,0,0.07,9.2667
118,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.5535,0.5535,0.5535,0.5535,11.0,0,0.07,9.2833
119,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5507,0.5507,0.5507,0.5507,9.3333,0,0.07,9.3067
120,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.548,0.548,0.548,0.548,9.3333,0,0.07,9.33
121,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.5452,0.5452,0.5452,0.5452,9.3333,0,0.07,9.3533
122,0.5,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.5425,0.5425,0.5425,0.5425,11.0,0,0.07,9.3533
123,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.5398,0.5398,0.5398,0.5398,11.0,0,0.07,9.3933
124,0.5,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5371,0.5371,0.5371,0.5371,7.0,0,0.07,9.37
125,0.5,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.5344,0.5344,0.5344,0.5344,9.3333,0,0.07,9.37
126,0.5,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5318,0.5318,0.5318,0.5318,4.0,0,0.07,9.34
127,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.5291,0.5291,0.5291,0.5291,11.0,0,0.07,9.3567
128,0.5,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.5264,0.5264,0.5264,0.5264,11.0,0,0.07,9.3567
129,0.5,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.5238,0.5238,0.5238,0.5238,9.3333,0,0.07,9.38
130,0.5,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.5212,0.5212,0.5212,0.5212,9.3333,0,0.07,9.3633
131,0.5,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5186,0.5186,0.5186,0.5186,7.0,0,0.07,9.34
132,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.516,0.516,0.516,0.516,11.0,0,0.07,9.34
133,0.5,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5134,0.5134,0.5134,0.5134,7.0,0,0.07,9.34
134,0.5,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5108,0.5108,0.5108,0.5108,7.0,0,0.07,9.3
135,0.5,D,D,C,C,3.6667,3.6667,1.0,1.0,2.7778,2.7778,1.8889,1.8889,0.5083,0.5083,0.5083,0.5083,9.3333,0,0.07,9.2833
136,0.5,D,D,C,C,3.6667,3.6667,1.0,1.0,2.7778,2.7778,1.8889,1.8889,0.5058,0.5058,0.5058,0.5058,9.3333,0,0.07,9.2667
137,0.5,C,D,D,D,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5032,0.5032,0.5032,0.5032,7.0,0,0.07,9.2433
138,0.5,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.5007,0.5007,0.5007,0.5007,9.3333,0,0.07,9.2267
139,0.5,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.4982,0.4982,0.4982,0.4982,11.0,0,0.07,9.2267
140,0.5,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.4957,0.4957,0.4957,0.4957,9.3333,0,0.07,9.25
141,0.5,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.4932,0.4932,0.4932,0.4932,12.0,1,0.08,9.2767
142,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.4908,0.4908,0.4908,0.4908,9.3333,0,0.08,9.26
143,0.5,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.4883,0.4883,0.4883,0.4883,9.3333,0,0.08,9.2433
144,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.4859,0.4859,0.4859,0.4859,9.3333,0,0.08,9.2433
145,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.4834,0.4834,0.4834,0.4834,11.0,0,0.08,9.26
146,0.5,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.481,0.481,0.481,0.481,12.0,1,0.09,9.2867
147,0.5,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.4786,0.4786,0.4786,0.4786,9.3333,0,0.09,9.31
148,0.5,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.4762,0.4762,0.4762,0.4762,7.0,0,0.09,9.31
149,0.5,D,C,C,C,5.0,2.0,2.0,2.0,3.5,2.5,2.5,2.5,0.4738,0.4738,0.4738,0.4738,11.0,0,0.09,9.3267
150,0.5,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.4715,0.4715,0.4715,0.4715,9.3333,0,0.09,9.3267
151,0.5,D,D,C,C,3.6667,3.6667,1.0,1.0,2.7778,2.7778,1.8889,1.8889,0.4691,0.4691,0.4691,0.4691,9.3333,0,0.09,9.3267
152,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.4668,0.4668,0.4668,0.4668,11.0,0,0.09,9.3433
153,0.5,C,C,C,D,2.0,2.0,2.0,5.0,2.5,2.5,2.5,3.5,0.4644,0.4644,0.4644,0.4644,11.0,0,0.09,9.3433
154,0.5,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.4621,0.4621,0.4621,0.4621,9.3333,0,0.09,9.3433
155,0.5,C,D,D,C,1.0,3.6667,3.6667,1.0,1.8889,2.7778,2.7778,1.8889,0.4598,0.4598,0.4598,0.4598,9.3333,0,0.09,9.3967
156,0.5,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.4575,0.4575,0.4575,0.4575,7.0,0,0.09,9.3733
157,0.5,D,C,C,C,5.0,2.0,2.0,2.0,3.5,2.5,2.5,2.5,0.4552,0.4552,0.4552,0.4552,11.0,0,0.09,9.3733
158,0.5,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.4529,0.4529,0.4529,0.4529,12.0,1,0.1,9.4233
159,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.4507,0.4507,0.4507,0.4507,11.0,0,0.1,9.44
160,0.5,D,C,C,D,3.6667,1.0,1.0,3.6667,2.7778,1.8889,1.8889,2.7778,0.4484,0.4484,0.4484,0.4484,9.3333,0,0.1,9.4633
161,0.5,D,D,C,D,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.4462,0.4462,0.4462,0.4462,7.0,0,0.1,9.44
162,0.5,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.444,0.444,0.444,0.444,4.0,0,0.1,9.3867
163,0.5,C,C,D,C,2.0,2.0,5.0,2.0,2.5,2.5,3.5,2.5,0.4417,0.4417,0.4417,0.4417,11.0,0,0.1,9.4267
164,0.5,D,C,D,D,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.4395,0.4395,0.4395,0.4395,7.0,0,0.1,9.3867
165,0.5,D,C,D,C,3.6667,1.0,3.6667,1.0,2.7778,1.8889,2.7778,1.8889,0.4373,0.4373,0.4373,0.4373,9.3333,0,0.09,9.36
166,0.5,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.4351,0.4351,0.4351,0.4351,9.3333,0,0.09,9.36
167,0.5,C,D,C,C,2.0,5.0,2.0,2.0,2.5,3.5,2.5,2.5,0.433,0.433,0.433,0.433,11.0,0,0.09,9.36
168,0.5,C,C,D,D,1.0,1.0,3.6667,3.6667,1.8889,1.8889,2.7778,2.7778,0.4308,0.4308,0.4308,0.4308,9.3333,0,0.09,9.3433
169,0.5,D,C,C,C,5.0,2.0,2.0,2.0,3.5,2.5,2.5,2.5,0.4286,0.4286,0.4286,0.4286,11.0,0,0.09,9.36
170,0.5,C,D,C,D,1.0,3.6667,1.0,3.6667,1.8889,2.7778,1.8889,2.7778,0.4265,0.4265,0.4265,0.4265,9.3333,0,0.09,9.36
