alpha_emp,episodes,last_100_avg_coop,last_100_avg_total_reward,time_to_coop_threshold
1.0,5000,0.0,4.450320999999999,
0.8,5000,0.0,4.896784000000003,
0.5,5000,0.011900000000000008,9.703329000000002,
0.2,5000,0.8023999999999998,11.764892000000007,2840
