episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
13,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.9369,0.9369,0.9369,0.9369,7.0,0,,
14,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.9322,0.9322,0.9322,0.9322,9.3333,0,,
15,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.9276,0.9276,0.9276,0.9276,11.0,0,,
16,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.9229,0.9229,0.9229,0.9229,7.0,0,,
17,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.9183,0.9183,0.9183,0.9183,9.3333,0,,
18,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.9137,0.9137,0.9137,0.9137,9.3333,0,,
19,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.9092,0.9092,0.9092,0.9092,7.0,0,,
20,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.9046,0.9046,0.9046,0.9046,7.0,0,,
21,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.9001,0.9001,0.9001,0.9001,7.0,0,,
22,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.8956,0.8956,0.8956,0.8956,11.0,0,,
23,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.8911,0.8911,0.8911,0.8911,7.0,0,,
24,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.8867,0.8867,0.8867,0.8867,9.3333,0,,
25,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.8822,0.8822,0.8822,0.8822,9.3333,0,,
26,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.8778,0.8778,0.8778,0.8778,7.0,0,,
27,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.8734,0.8734,0.8734,0.8734,9.3333,0,,
28,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.8691,0.8691,0.8691,0.8691,11.0,0,,
29,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.8647,0.8647,0.8647,0.8647,7.0,0,,
30,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.8604,0.8604,0.8604,0.8604,11.0,0,,
31,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.8561,0.8561,0.8561,0.8561,9.3333,0,,
32,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.8518,0.8518,0.8518,0.8518,11.0,0,,
33,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.8475,0.8475,0.8475,0.8475,7.0,0,,
34,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.8433,0.8433,0.8433,0.8433,11.0,0,,
35,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.8391,0.8391,0.8391,0.8391,11.0,0,,
36,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.8349,0.8349,0.8349,0.8349,9.3333,0,,
37,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.8307,0.8307,0.8307,0.8307,9.3333,0,,
38,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.8266,0.8266,0.8266,0.8266,11.0,0,,
39,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.8224,0.8224,0.8224,0.8224,11.0,0,,
40,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.8183,0.8183,0.8183,0.8183,7.0,0,,
41,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.8142,0.8142,0.8142,0.8142,9.3333,0,,
42,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.8102,0.8102,0.8102,0.8102,11.0,0,,
43,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.8061,0.8061,0.8061,0.8061,11.0,0,,
44,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.8021,0.8021,0.8021,0.8021,9.3333,0,,
45,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.7981,0.7981,0.7981,0.7981,9.3333,0,,
46,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.7941,0.7941,0.7941,0.7941,9.3333,0,,
47,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.7901,0.7901,0.7901,0.7901,7.0,0,,
48,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.7862,0.7862,0.7862,0.7862,7.0,0,,
49,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.7822,0.7822,0.7822,0.7822,9.3333,0,,
50,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.7783,0.7783,0.7783,0.7783,9.3333,0,,
51,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.7744,0.7744,0.7744,0.7744,9.3333,0,,
52,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.7705,0.7705,0.7705,0.7705,9.3333,0,,
53,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.7667,0.7667,0.7667,0.7667,11.0,0,,
54,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.7629,0.7629,0.7629,0.7629,9.3333,0,,
55,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.759,0.759,0.759,0.759,4.0,0,,
56,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.7553,0.7553,0.7553,0.7553,9.3333,0,,
57,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.7515,0.7515,0.7515,0.7515,11.0,0,,
58,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.7477,0.7477,0.7477,0.7477,7.0,0,,
59,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.744,0.744,0.744,0.744,9.3333,0,,
60,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.7403,0.7403,0.7403,0.7403,7.0,0,,
61,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.7366,0.7366,0.7366,0.7366,9.3333,0,,
62,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.7329,0.7329,0.7329,0.7329,7.0,0,,
63,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.7292,0.7292,0.7292,0.7292,7.0,0,,
64,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.7256,0.7256,0.7256,0.7256,11.0,0,,
65,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.7219,0.7219,0.7219,0.7219,12.0,1,,
66,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.7183,0.7183,0.7183,0.7183,9.3333,0,,
67,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.7147,0.7147,0.7147,0.7147,11.0,0,,
68,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.7112,0.7112,0.7112,0.7112,11.0,0,,
69,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.7076,0.7076,0.7076,0.7076,9.3333,0,,
70,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.7041,0.7041,0.7041,0.7041,9.3333,0,,
71,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7005,0.7005,0.7005,0.7005,4.0,0,,
72,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.697,0.697,0.697,0.697,9.3333,0,,
73,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.6936,0.6936,0.6936,0.6936,11.0,0,,
74,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.6901,0.6901,0.6901,0.6901,11.0,0,,
75,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.6866,0.6866,0.6866,0.6866,9.3333,0,,
76,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6832,0.6832,0.6832,0.6832,4.0,0,,
77,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.6798,0.6798,0.6798,0.6798,9.3333,0,,
78,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6764,0.6764,0.6764,0.6764,12.0,1,,
79,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.673,0.673,0.673,0.673,7.0,0,,
80,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.6696,0.6696,0.6696,0.6696,7.0,0,,
81,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.6663,0.6663,0.6663,0.6663,9.3333,0,,
82,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.663,0.663,0.663,0.663,9.3333,0,,
83,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.6597,0.6597,0.6597,0.6597,11.0,0,,
84,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.6564,0.6564,0.6564,0.6564,9.3333,0,,
85,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6531,0.6531,0.6531,0.6531,12.0,1,,
86,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6498,0.6498,0.6498,0.6498,12.0,1,,
87,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.6466,0.6466,0.6466,0.6466,7.0,0,,
88,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.6433,0.6433,0.6433,0.6433,9.3333,0,,
89,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.6401,0.6401,0.6401,0.6401,9.3333,0,,
90,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6369,0.6369,0.6369,0.6369,12.0,1,,
91,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.6337,0.6337,0.6337,0.6337,9.3333,0,,
92,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.6306,0.6306,0.6306,0.6306,9.3333,0,,
93,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.6274,0.6274,0.6274,0.6274,9.3333,0,,
94,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.6243,0.6243,0.6243,0.6243,11.0,0,,
95,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.6211,0.6211,0.6211,0.6211,9.3333,0,,
96,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.618,0.618,0.618,0.618,11.0,0,,
97,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.6149,0.6149,0.6149,0.6149,11.0,0,,
98,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.6119,0.6119,0.6119,0.6119,7.0,0,,
99,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.6088,0.6088,0.6088,0.6088,9.3333,0,,
100,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.6058,0.6058,0.6058,0.6058,11.0,0,0.06,9.2767
101,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.6027,0.6027,0.6027,0.6027,7.0,0,0.06,9.2367
102,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.5997,0.5997,0.5997,0.5997,7.0,0,0.06,9.2133
103,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.5967,0.5967,0.5967,0.5967,7.0,0,0.05,9.1633
104,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.5937,0.5937,0.5937,0.5937,7.0,0,0.05,9.1233
105,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.5908,0.5908,0.5908,0.5908,9.3333,0,0.05,9.1233
106,0.8,C,C,C,C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.5878,0.5878,0.5878,0.5878,12.0,1,0.06,9.15
107,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.5849,0.5849,0.5849,0.5849,7.0,0,0.06,9.11
108,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.582,0.582,0.582,0.582,7.0,0,0.06,9.0867
109,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.579,0.579,0.579,0.579,7.0,0,0.06,9.0633
110,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.5762,0.5762,0.5762,0.5762,7.0,0,0.06,9.04
111,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5733,0.5733,0.5733,0.5733,4.0,0,0.06,8.9867
112,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.5704,0.5704,0.5704,0.5704,9.3333,0,0.06,9.01
113,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.5676,0.5676,0.5676,0.5676,11.0,0,0.06,9.05
114,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.5647,0.5647,0.5647,0.5647,7.0,0,0.06,9.0267
115,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.5619,0.5619,0.5619,0.5619,7.0,0,0.06,8.9867
116,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.5591,0.5591,0.5591,0.5591,11.0,0,0.06,9.0267
117,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.5563,0.5563,0.5563,0.5563,9.3333,0,0.06,9.0267
118,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.5535,0.5535,0.5535,0.5535,11.0,0,0.06,9.0433
119,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.5507,0.5507,0.5507,0.5507,9.3333,0,0.06,9.0667
120,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.548,0.548,0.548,0.548,9.3333,0,0.06,9.09
121,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.5452,0.5452,0.5452,0.5452,9.3333,0,0.06,9.1133
122,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.5425,0.5425,0.5425,0.5425,11.0,0,0.06,9.1133
123,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.5398,0.5398,0.5398,0.5398,9.3333,0,0.06,9.1367
124,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.5371,0.5371,0.5371,0.5371,9.3333,0,0.06,9.1367
125,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.5344,0.5344,0.5344,0.5344,9.3333,0,0.06,9.1367
126,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5318,0.5318,0.5318,0.5318,4.0,0,0.06,9.1067
127,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.5291,0.5291,0.5291,0.5291,11.0,0,0.06,9.1233
128,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.5264,0.5264,0.5264,0.5264,7.0,0,0.06,9.0833
129,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5238,0.5238,0.5238,0.5238,4.0,0,0.06,9.0533
130,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.5212,0.5212,0.5212,0.5212,11.0,0,0.06,9.0533
131,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5186,0.5186,0.5186,0.5186,4.0,0,0.06,9.0
132,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.516,0.516,0.516,0.516,11.0,0,0.06,9.0
133,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.5134,0.5134,0.5134,0.5134,7.0,0,0.06,9.0
134,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.5108,0.5108,0.5108,0.5108,7.0,0,0.06,8.96
135,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.5083,0.5083,0.5083,0.5083,9.3333,0,0.06,8.9433
136,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.5058,0.5058,0.5058,0.5058,9.3333,0,0.06,8.9433
137,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.5032,0.5032,0.5032,0.5032,7.0,0,0.06,8.92
138,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.5007,0.5007,0.5007,0.5007,9.3333,0,0.06,8.9033
139,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.4982,0.4982,0.4982,0.4982,11.0,0,0.06,8.9033
140,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.4957,0.4957,0.4957,0.4957,9.3333,0,0.06,8.9267
141,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.4932,0.4932,0.4932,0.4932,11.0,0,0.06,8.9433
142,0.8,C,D,D,D,0.0,2.3333,2.3333,2.3333,0.4667,2.1778,2.1778,2.1778,0.4908,0.4908,0.4908,0.4908,7.0,0,0.06,8.9033
143,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.4883,0.4883,0.4883,0.4883,7.0,0,0.06,8.8633
144,0.8,D,D,D,C,2.3333,2.3333,2.3333,0.0,2.1778,2.1778,2.1778,0.4667,0.4859,0.4859,0.4859,0.4859,7.0,0,0.06,8.84
145,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.4834,0.4834,0.4834,0.4834,7.0,0,0.06,8.8167
146,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.481,0.481,0.481,0.481,9.3333,0,0.06,8.8167
147,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.4786,0.4786,0.4786,0.4786,7.0,0,0.06,8.8167
148,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.4762,0.4762,0.4762,0.4762,9.3333,0,0.06,8.84
149,0.8,D,D,C,C,3.6667,3.6667,1.0,1.0,3.3111,3.3111,1.3556,1.3556,0.4738,0.4738,0.4738,0.4738,9.3333,0,0.06,8.84
150,0.8,D,D,C,D,2.3333,2.3333,0.0,2.3333,2.1778,2.1778,0.4667,2.1778,0.4715,0.4715,0.4715,0.4715,7.0,0,0.06,8.8167
151,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.4691,0.4691,0.4691,0.4691,11.0,0,0.06,8.8333
152,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.4668,0.4668,0.4668,0.4668,9.3333,0,0.06,8.8333
153,0.8,C,C,C,D,2.0,2.0,2.0,5.0,2.2,2.2,2.2,4.4,0.4644,0.4644,0.4644,0.4644,11.0,0,0.06,8.8333
154,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.4621,0.4621,0.4621,0.4621,9.3333,0,0.06,8.8333
155,0.8,C,D,D,C,1.0,3.6667,3.6667,1.0,1.3556,3.3111,3.3111,1.3556,0.4598,0.4598,0.4598,0.4598,9.3333,0,0.06,8.8867
156,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.4575,0.4575,0.4575,0.4575,7.0,0,0.06,8.8633
157,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.4552,0.4552,0.4552,0.4552,9.3333,0,0.06,8.8467
158,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.4529,0.4529,0.4529,0.4529,11.0,0,0.06,8.8867
159,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.4507,0.4507,0.4507,0.4507,9.3333,0,0.06,8.8867
160,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.4484,0.4484,0.4484,0.4484,7.0,0,0.06,8.8867
161,0.8,D,C,C,D,3.6667,1.0,1.0,3.6667,3.3111,1.3556,1.3556,3.3111,0.4462,0.4462,0.4462,0.4462,9.3333,0,0.06,8.8867
162,0.8,D,D,D,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.444,0.444,0.444,0.444,4.0,0,0.06,8.8567
163,0.8,C,C,D,C,2.0,2.0,5.0,2.0,2.2,2.2,4.4,2.2,0.4417,0.4417,0.4417,0.4417,11.0,0,0.06,8.8967
164,0.8,D,C,D,D,2.3333,0.0,2.3333,2.3333,2.1778,0.4667,2.1778,2.1778,0.4395,0.4395,0.4395,0.4395,7.0,0,0.06,8.8567
165,0.8,D,C,D,C,3.6667,1.0,3.6667,1.0,3.3111,1.3556,3.3111,1.3556,0.4373,0.4373,0.4373,0.4373,9.3333,0,0.05,8.83
166,0.8,C,D,C,D,1.0,3.6667,1.0,3.6667,1.3556,3.3111,1.3556,3.3111,0.4351,0.4351,0.4351,0.4351,9.3333,0,0.05,8.83
167,0.8,C,D,C,C,2.0,5.0,2.0,2.0,2.2,4.4,2.2,2.2,0.433,0.433,0.433,0.433,11.0,0,0.05,8.83
168,0.8,C,C,D,D,1.0,1.0,3.6667,3.6667,1.3556,1.3556,3.3111,3.3111,0.4308,0.4308,0.4308,0.4308,9.3333,0,0.05,8.8133
169,0.8,D,C,C,C,5.0,2.0,2.0,2.0,4.4,2.2,2.2,2.2,0.4286,0.4286,0.4286,0.4286,11.0,0,0.05,8.83
