episode,alpha_emp,A_action,B_action,r1,r2,r1_shaped,r2_shaped,total_reward,epsilon_A,epsilon_B,coop_flag,moving_avg_coop,moving_avg_total_reward
71,0.2,D,D,1,1,1.0,1.0,2,0.7005493475733617,0.7005493475733617,0,,
72,0.2,C,D,0,5,4.0,1.0,5,0.697046600835495,0.697046600835495,0,,
73,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6935613678313175,0.6935613678313175,1,,
74,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6900935609921609,0.6900935609921609,1,,
75,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6866430931872001,0.6866430931872001,1,,
76,0.2,D,D,1,1,1.0,1.0,2,0.6832098777212641,0.6832098777212641,0,,
77,0.2,C,D,0,5,4.0,1.0,5,0.6797938283326578,0.6797938283326578,0,,
78,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6763948591909945,0.6763948591909945,1,,
79,0.2,C,D,0,5,4.0,1.0,5,0.6730128848950395,0.6730128848950395,0,,
80,0.2,D,C,5,0,1.0,4.0,5,0.6696478204705644,0.6696478204705644,0,,
81,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6662995813682115,0.6662995813682115,1,,
82,0.2,D,C,5,0,1.0,4.0,5,0.6629680834613705,0.6629680834613705,0,,
83,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6596532430440636,0.6596532430440636,1,,
84,0.2,C,D,0,5,4.0,1.0,5,0.6563549768288433,0.6563549768288433,0,,
85,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.653073201944699,0.653073201944699,1,,
86,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6498078359349755,0.6498078359349755,1,,
87,0.2,C,D,0,5,4.0,1.0,5,0.6465587967553006,0.6465587967553006,0,,
88,0.2,D,C,5,0,1.0,4.0,5,0.6433260027715241,0.6433260027715241,0,,
89,0.2,D,C,5,0,1.0,4.0,5,0.6401093727576664,0.6401093727576664,0,,
90,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6369088258938781,0.6369088258938781,1,,
91,0.2,C,D,0,5,4.0,1.0,5,0.6337242817644086,0.6337242817644086,0,,
92,0.2,C,D,0,5,4.0,1.0,5,0.6305556603555866,0.6305556603555866,0,,
93,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6274028820538087,0.6274028820538087,1,,
94,0.2,C,D,0,5,4.0,1.0,5,0.6242658676435396,0.6242658676435396,0,,
95,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6211445383053219,0.6211445383053219,1,,
96,0.2,C,D,0,5,4.0,1.0,5,0.6180388156137953,0.6180388156137953,0,,
97,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6149486215357263,0.6149486215357263,1,,
98,0.2,D,C,5,0,1.0,4.0,5,0.6118738784280476,0.6118738784280476,0,,
99,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6088145090359074,0.6088145090359074,1,,
100,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6057704364907278,0.6057704364907278,1,0.43,5.1
101,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.6027415843082742,0.6027415843082742,1,0.43,5.1
102,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5997278763867329,0.5997278763867329,1,0.44,5.11
103,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5967292370047992,0.5967292370047992,1,0.44,5.11
104,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5937455908197752,0.5937455908197752,1,0.45,5.12
105,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5907768628656763,0.5907768628656763,1,0.46,5.13
106,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5878229785513479,0.5878229785513479,1,0.47,5.14
107,0.2,D,D,1,1,1.0,1.0,2,0.5848838636585911,0.5848838636585911,0,0.46,5.1
108,0.2,C,D,0,5,4.0,1.0,5,0.5819594443402982,0.5819594443402982,0,0.46,5.1
109,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5790496471185967,0.5790496471185967,1,0.47,5.11
110,0.2,C,D,0,5,4.0,1.0,5,0.5761543988830038,0.5761543988830038,0,0.47,5.11
111,0.2,D,C,5,0,1.0,4.0,5,0.5732736268885887,0.5732736268885887,0,0.47,5.11
112,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5704072587541458,0.5704072587541458,1,0.48,5.15
113,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.567555222460375,0.567555222460375,1,0.49,5.16
114,0.2,C,D,0,5,4.0,1.0,5,0.5647174463480732,0.5647174463480732,0,0.48,5.15
115,0.2,D,D,1,1,1.0,1.0,2,0.5618938591163328,0.5618938591163328,0,0.47,5.11
116,0.2,C,D,0,5,4.0,1.0,5,0.5590843898207511,0.5590843898207511,0,0.47,5.14
117,0.2,C,D,0,5,4.0,1.0,5,0.5562889678716474,0.5562889678716474,0,0.47,5.14
118,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5535075230322891,0.5535075230322891,1,0.48,5.15
119,0.2,C,D,0,5,4.0,1.0,5,0.5507399854171277,0.5507399854171277,0,0.48,5.15
120,0.2,C,D,0,5,4.0,1.0,5,0.547986285490042,0.547986285490042,0,0.48,5.15
121,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5452463540625918,0.5452463540625918,1,0.49,5.19
122,0.2,C,D,0,5,4.0,1.0,5,0.5425201222922789,0.5425201222922789,0,0.49,5.19
123,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5398075216808175,0.5398075216808175,1,0.5,5.2
124,0.2,D,C,5,0,1.0,4.0,5,0.5371084840724134,0.5371084840724134,0,0.49,5.19
125,0.2,D,C,5,0,1.0,4.0,5,0.5344229416520513,0.5344229416520513,0,0.48,5.18
126,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.531750826943791,0.531750826943791,1,0.49,5.22
127,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5290920728090721,0.5290920728090721,1,0.5,5.23
128,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5264466124450268,0.5264466124450268,1,0.51,5.24
129,0.2,D,C,5,0,1.0,4.0,5,0.5238143793828016,0.5238143793828016,0,0.51,5.24
130,0.2,D,C,5,0,1.0,4.0,5,0.5211953074858876,0.5211953074858876,0,0.5,5.23
131,0.2,D,D,1,1,1.0,1.0,2,0.5185893309484582,0.5185893309484582,0,0.5,5.2
132,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5159963842937159,0.5159963842937159,1,0.5,5.2
133,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.5134164023722473,0.5134164023722473,1,0.51,5.24
134,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.510849320360386,0.510849320360386,1,0.51,5.24
135,0.2,C,D,0,5,4.0,1.0,5,0.5082950737585841,0.5082950737585841,0,0.5,5.23
136,0.2,D,D,1,1,1.0,1.0,2,0.5057535983897912,0.5057535983897912,0,0.49,5.19
137,0.2,C,D,0,5,4.0,1.0,5,0.5032248303978422,0.5032248303978422,0,0.49,5.22
138,0.2,C,D,0,5,4.0,1.0,5,0.500708706245853,0.500708706245853,0,0.49,5.22
139,0.2,C,D,0,5,4.0,1.0,5,0.4982051627146237,0.4982051627146237,0,0.48,5.21
140,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.49571413690105054,0.49571413690105054,1,0.49,5.22
141,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4932355662165453,0.4932355662165453,1,0.5,5.23
142,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4907693883854626,0.4907693883854626,1,0.51,5.24
143,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4883155414435353,0.4883155414435353,1,0.51,5.24
144,0.2,C,D,0,5,4.0,1.0,5,0.4858739637363176,0.4858739637363176,0,0.51,5.24
145,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.483444593917636,0.483444593917636,1,0.52,5.25
146,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4810273709480478,0.4810273709480478,1,0.52,5.25
147,0.2,D,C,5,0,1.0,4.0,5,0.47862223409330756,0.47862223409330756,0,0.52,5.25
148,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.47622912292284103,0.47622912292284103,1,0.53,5.26
149,0.2,D,C,5,0,1.0,4.0,5,0.4738479773082268,0.4738479773082268,0,0.53,5.26
150,0.2,D,C,5,0,1.0,4.0,5,0.47147873742168567,0.47147873742168567,0,0.52,5.25
151,0.2,D,C,5,0,1.0,4.0,5,0.46912134373457726,0.46912134373457726,0,0.51,5.24
152,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.46677573701590436,0.46677573701590436,1,0.51,5.24
153,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.46444185833082485,0.46444185833082485,1,0.51,5.24
154,0.2,C,D,0,5,4.0,1.0,5,0.46211964903917074,0.46211964903917074,0,0.5,5.23
155,0.2,C,D,0,5,4.0,1.0,5,0.4598090507939749,0.4598090507939749,0,0.5,5.26
156,0.2,D,C,5,0,1.0,4.0,5,0.457510005540005,0.457510005540005,0,0.5,5.26
157,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.45522245551230495,0.45522245551230495,1,0.5,5.26
158,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4529463432347434,0.4529463432347434,1,0.51,5.3
159,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4506816115185697,0.4506816115185697,1,0.51,5.3
160,0.2,D,C,5,0,1.0,4.0,5,0.4484282034609769,0.4484282034609769,0,0.51,5.3
161,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.446186062443672,0.446186062443672,1,0.52,5.31
162,0.2,C,D,0,5,4.0,1.0,5,0.4439551321314536,0.4439551321314536,0,0.52,5.34
163,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4417353564707963,0.4417353564707963,1,0.52,5.34
164,0.2,D,C,5,0,1.0,4.0,5,0.43952667968844233,0.43952667968844233,0,0.51,5.33
165,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.43732904629000013,0.43732904629000013,1,0.51,5.33
166,0.2,C,D,0,5,4.0,1.0,5,0.4351424010585501,0.4351424010585501,0,0.5,5.32
167,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.43296668905325736,0.43296668905325736,1,0.5,5.32
168,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.43080185560799106,0.43080185560799106,1,0.5,5.32
169,0.2,D,C,5,0,1.0,4.0,5,0.4286478463299511,0.4286478463299511,0,0.49,5.31
170,0.2,C,D,0,5,4.0,1.0,5,0.42650460709830135,0.42650460709830135,0,0.49,5.31
171,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.42437208406280985,0.42437208406280985,1,0.5,5.35
172,0.2,D,C,5,0,1.0,4.0,5,0.4222502236424958,0.4222502236424958,0,0.5,5.35
173,0.2,C,D,0,5,4.0,1.0,5,0.42013897252428334,0.42013897252428334,0,0.49,5.34
174,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4180382776616619,0.4180382776616619,1,0.49,5.34
175,0.2,D,C,5,0,1.0,4.0,5,0.4159480862733536,0.4159480862733536,0,0.48,5.33
176,0.2,C,D,0,5,4.0,1.0,5,0.41386834584198684,0.41386834584198684,0,0.48,5.36
177,0.2,D,C,5,0,1.0,4.0,5,0.4117990041127769,0.4117990041127769,0,0.48,5.36
178,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.40974000909221303,0.40974000909221303,1,0.48,5.36
179,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.40769130904675194,0.40769130904675194,1,0.49,5.37
180,0.2,D,C,5,0,1.0,4.0,5,0.40565285250151817,0.40565285250151817,0,0.49,5.37
181,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4036245882390106,0.4036245882390106,1,0.49,5.37
182,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.4016064652978155,0.4016064652978155,1,0.5,5.38
183,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3995984329713264,0.3995984329713264,1,0.5,5.38
184,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3976004408064698,0.3976004408064698,1,0.51,5.39
185,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.39561243860243744,0.39561243860243744,1,0.51,5.39
186,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3936343764094253,0.3936343764094253,1,0.51,5.39
187,0.2,C,D,0,5,4.0,1.0,5,0.39166620452737816,0.39166620452737816,0,0.51,5.39
188,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3897078735047413,0.3897078735047413,1,0.52,5.4
189,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3877593341372176,0.3877593341372176,1,0.53,5.41
190,0.2,D,C,5,0,1.0,4.0,5,0.3858205374665315,0.3858205374665315,0,0.52,5.4
191,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.38389143477919885,0.38389143477919885,1,0.53,5.41
192,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3819719776053028,0.3819719776053028,1,0.54,5.42
193,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3800621177172763,0.3800621177172763,1,0.54,5.42
194,0.2,C,D,0,5,4.0,1.0,5,0.37816180712868996,0.37816180712868996,0,0.54,5.42
195,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.37627099809304654,0.37627099809304654,1,0.54,5.42
196,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3743896431025813,0.3743896431025813,1,0.55,5.43
197,0.2,D,C,5,0,1.0,4.0,5,0.37251769488706843,0.37251769488706843,0,0.54,5.42
198,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3706551064126331,0.3706551064126331,1,0.55,5.43
199,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.36880183088056995,0.36880183088056995,1,0.55,5.43
200,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3669578217261671,0.3669578217261671,1,0.55,5.43
201,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.36512303261753626,0.36512303261753626,1,0.55,5.43
202,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3632974174544486,0.3632974174544486,1,0.55,5.43
203,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3614809303671764,0.3614809303671764,1,0.55,5.43
204,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3596735257153405,0.3596735257153405,1,0.55,5.43
205,0.2,D,D,1,1,1.0,1.0,2,0.3578751580867638,0.3578751580867638,0,0.54,5.39
206,0.2,C,D,0,5,4.0,1.0,5,0.35608578229633,0.35608578229633,0,0.53,5.38
207,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3543053533848483,0.3543053533848483,1,0.54,5.42
208,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.35253382661792404,0.35253382661792404,1,0.55,5.43
209,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3507711574848344,0.3507711574848344,1,0.55,5.43
210,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.34901730169741024,0.34901730169741024,1,0.56,5.44
211,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3472722151889232,0.3472722151889232,1,0.57,5.45
212,0.2,C,D,0,5,4.0,1.0,5,0.3455358541129786,0.3455358541129786,0,0.56,5.44
213,0.2,C,D,0,5,4.0,1.0,5,0.3438081748424137,0.3438081748424137,0,0.55,5.43
214,0.2,D,D,1,1,1.0,1.0,2,0.3420891339682016,0.3420891339682016,0,0.55,5.4
215,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3403786882983606,0.3403786882983606,1,0.56,5.44
216,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3386767948568688,0.3386767948568688,1,0.57,5.45
217,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.33698341088258443,0.33698341088258443,1,0.58,5.46
218,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3352984938281715,0.3352984938281715,1,0.58,5.46
219,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.33362200135903064,0.33362200135903064,1,0.59,5.47
220,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.33195389135223546,0.33195389135223546,1,0.6,5.48
221,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3302941218954743,0.3302941218954743,1,0.6,5.48
222,0.2,D,C,5,0,1.0,4.0,5,0.32864265128599696,0.32864265128599696,0,0.6,5.48
223,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.326999438029567,0.326999438029567,1,0.6,5.48
224,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3253644408394192,0.3253644408394192,1,0.61,5.49
225,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3237376186352221,0.3237376186352221,1,0.62,5.5
226,0.2,D,C,5,0,1.0,4.0,5,0.322118930542046,0.322118930542046,0,0.61,5.49
227,0.2,D,C,5,0,1.0,4.0,5,0.32050833588933575,0.32050833588933575,0,0.6,5.48
228,0.2,D,C,5,0,1.0,4.0,5,0.31890579420988907,0.31890579420988907,0,0.59,5.47
229,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3173112652388396,0.3173112652388396,1,0.6,5.48
230,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3157247089126454,0.3157247089126454,1,0.61,5.49
231,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3141460853680822,0.3141460853680822,1,0.62,5.53
232,0.2,C,D,0,5,4.0,1.0,5,0.3125753549412418,0.3125753549412418,0,0.61,5.52
233,0.2,C,D,0,5,4.0,1.0,5,0.31101247816653554,0.31101247816653554,0,0.6,5.51
234,0.2,D,D,1,1,1.0,1.0,2,0.30945741577570285,0.30945741577570285,0,0.59,5.47
235,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3079101286968243,0.3079101286968243,1,0.6,5.48
236,0.2,C,D,0,5,4.0,1.0,5,0.3063705780533402,0.3063705780533402,0,0.6,5.51
237,0.2,D,C,5,0,1.0,4.0,5,0.30483872516307353,0.30483872516307353,0,0.6,5.51
238,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3033145315372582,0.3033145315372582,1,0.61,5.52
239,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.3017979588795719,0.3017979588795719,1,0.62,5.53
240,0.2,D,C,5,0,1.0,4.0,5,0.30028896908517405,0.30028896908517405,0,0.61,5.52
241,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.2987875242397482,0.2987875242397482,1,0.61,5.52
242,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.29729358661854943,0.29729358661854943,1,0.61,5.52
243,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.29580711868545667,0.29580711868545667,1,0.61,5.52
244,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.2943280830920294,0.2943280830920294,1,0.62,5.53
245,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.29285644267656924,0.29285644267656924,1,0.62,5.53
246,0.2,D,C,5,0,1.0,4.0,5,0.2913921604631864,0.2913921604631864,0,0.61,5.52
247,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.28993519966087045,0.28993519966087045,1,0.62,5.53
248,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.2884855236625661,0.2884855236625661,1,0.62,5.53
249,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.28704309604425327,0.28704309604425327,1,0.63,5.54
250,0.2,C,D,0,5,4.0,1.0,5,0.285607880564032,0.285607880564032,0,0.63,5.54
251,0.2,C,C,3,3,3.0000000000000004,3.0000000000000004,6,0.28417984116121187,0.28417984116121187,1,0.64,5.55
252,0.2,D,C,5,0,1.0,4.0,5,0.2827589419554058,0.2827589419554058,0,0.63,5.54
253,0.2,D,C,5,0,1.0,4.0,5,0.28134514724562876,0.28134514724562876,0,0.62,5.53
