alpha_emp,episodes,last_100_avg_coop,last_100_avg_total_reward,time_to_coop_threshold
1.0,5000,1.0,1.5507999999999997,147
0.8,5000,0.9963999999999982,1.509200000000001,147
0.5,5000,0.9954999999999984,1.6151999999999995,147
0.2,5000,0.9795000000000003,1.9673000000000005,147
