episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_extraction,stock_level,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
840,0.2,0,0,1,1,0.0,0.0,1.0,1.0,0.5333,0.5333,0.4667,0.4667,0.05,0.05,0.05,0.05,2,4,2.0,1,0.83,2.02
841,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.97
842,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.0
843,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.83,2.0
844,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.83,2.0
845,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.0
846,0.2,0,0,2,1,0.0,0.0,2.0,1.0,0.8,0.8,0.6667,0.7333,0.05,0.05,0.05,0.05,3,2,3.0,1,0.83,2.02
847,0.2,1,0,0,0,1.0,0.0,0.0,0.0,0.2,0.2667,0.2667,0.2667,0.05,0.05,0.05,0.05,1,3,1.0,1,0.83,2.03
848,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.84,1.99
849,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.98
850,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.03
851,0.2,0,1,0,0,0.0,1.0,0.0,0.0,0.2667,0.2,0.2667,0.2667,0.05,0.05,0.05,0.05,1,4,1.0,1,0.84,1.99
852,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.96
853,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.0
854,0.2,0,0,1,1,0.0,0.0,1.0,1.0,0.5333,0.5333,0.4667,0.4667,0.05,0.05,0.05,0.05,2,3,2.0,1,0.83,2.0
855,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.83,2.0
856,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.83,1.99
857,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.82,2.02
858,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.82,2.01
859,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.82,1.99
860,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.81,2.02
861,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,2.01
862,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.99
863,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.01
864,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.8,2.02
865,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.97
866,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.01
867,0.2,0,2,0,1,0.0,2.0,0.0,1.0,0.8,0.6667,0.8,0.7333,0.05,0.05,0.05,0.05,3,2,3.0,1,0.8,2.04
868,0.2,1,0,0,0,1.0,0.0,0.0,0.0,0.2,0.2667,0.2667,0.2667,0.05,0.05,0.05,0.05,1,3,1.0,1,0.81,2.0
869,0.2,1,0,0,1,1.0,0.0,0.0,1.0,0.4667,0.5333,0.5333,0.4667,0.05,0.05,0.05,0.05,2,3,2.0,1,0.81,2.01
870,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,2.02
871,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
872,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
873,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
874,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
875,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
876,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
877,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
878,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
879,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
880,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
881,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
882,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
883,0.2,0,0,0,2,0.0,0.0,0.0,2.0,0.5333,0.5333,0.5333,0.4,0.05,0.05,0.05,0.05,2,4,2.0,1,0.81,2.0
884,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,2.0
885,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.81,1.99
886,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
887,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
888,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
889,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
890,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
891,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
892,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
893,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
894,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.03
895,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.8,2.0
896,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.8,2.0
897,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.0
898,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.8,2.0
899,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.8,2.0
900,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.79,2.01
901,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.79,2.01
902,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.79,1.99
903,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.78,2.02
904,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.78,2.01
905,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.78,1.99
906,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.77,2.02
907,0.2,0,0,0,2,0.0,0.0,0.0,2.0,0.5333,0.5333,0.5333,0.4,0.05,0.05,0.05,0.05,2,3,2.0,1,0.77,2.02
908,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.77,2.01
909,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.77,1.99
910,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.76,2.02
911,0.2,1,0,0,1,1.0,0.0,0.0,1.0,0.4667,0.5333,0.5333,0.4667,0.05,0.05,0.05,0.05,2,3,2.0,1,0.76,2.02
912,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.76,2.01
913,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.76,1.99
914,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.75,2.02
915,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.75,2.01
916,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,5,1.0,1,0.75,2.0
917,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.75,2.0
918,0.2,1,1,0,2,1.0,1.0,0.0,2.0,1.0,1.0,1.0667,0.9333,0.05,0.05,0.05,0.05,4,3,4.0,1,0.75,2.02
919,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.75,2.01
920,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.75,1.99
921,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.74,2.02
922,0.2,2,0,0,1,2.0,0.0,0.0,1.0,0.6667,0.8,0.8,0.7333,0.05,0.05,0.05,0.05,3,2,3.0,1,0.74,2.03
923,0.2,1,0,0,0,1.0,0.0,0.0,0.0,0.2,0.2667,0.2667,0.2667,0.05,0.05,0.05,0.05,1,3,1.0,1,0.74,2.02
924,0.2,0,0,2,1,0.0,0.0,2.0,1.0,0.8,0.8,0.6667,0.7333,0.05,0.05,0.05,0.05,3,2,3.0,1,0.74,2.03
925,0.2,1,0,1,0,1.0,0.0,1.0,0.0,0.4667,0.5333,0.4667,0.5333,0.05,0.05,0.05,0.05,2,2,2.0,1,0.74,2.03
926,0.2,1,0,0,0,1.0,0.0,0.0,0.0,0.2,0.2667,0.2667,0.2667,0.05,0.05,0.05,0.05,1,3,1.0,1,0.74,2.02
927,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.74,1.99
928,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.74,1.98
929,0.2,1,1,0,2,1.0,1.0,0.0,2.0,1.0,1.0,1.0667,0.9333,0.05,0.05,0.05,0.05,4,4,4.0,1,0.74,2.02
930,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.75,1.97
931,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.74,1.99
932,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.74,1.99
933,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.74,1.98
934,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.73,2.03
935,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,5,0.0,1,0.74,1.98
936,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.74,1.99
937,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.74,2.01
938,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.75,1.98
939,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.75,1.99
940,0.2,1,0,0,0,1.0,0.0,0.0,0.0,0.2,0.2667,0.2667,0.2667,0.05,0.05,0.05,0.05,1,6,1.0,1,0.75,1.98
941,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.74,2.03
942,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.75,1.99
943,0.2,0,2,1,0,0.0,2.0,1.0,0.0,0.8,0.6667,0.7333,0.8,0.05,0.05,0.05,0.05,3,3,3.0,1,0.75,2.01
944,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.75,2.02
945,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.76,1.97
946,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.75,1.99
947,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.75,1.99
948,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.75,1.98
949,0.2,1,2,0,0,1.0,2.0,0.0,0.0,0.7333,0.6667,0.8,0.8,0.05,0.05,0.05,0.05,3,5,3.0,1,0.75,2.01
950,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.76,1.98
951,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.76,1.99
952,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.76,2.01
953,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.77,1.98
954,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.77,1.98
955,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.77,1.99
956,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.77,2.01
957,0.2,1,1,2,0,1.0,1.0,2.0,0.0,1.0,1.0,0.9333,1.0667,0.05,0.05,0.05,0.05,4,3,4.0,1,0.78,2.0
958,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.78,2.0
959,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.78,2.0
960,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.78,2.0
961,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.78,2.0
962,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.78,2.0
963,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.78,2.0
964,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.78,2.0
965,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.78,2.0
966,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.78,2.0
967,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.78,1.98
968,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.78,1.97
969,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.77,2.0
970,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.77,2.0
971,0.2,0,1,0,0,0.0,1.0,0.0,0.0,0.2667,0.2,0.2667,0.2667,0.05,0.05,0.05,0.05,1,5,1.0,1,0.77,2.01
972,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.78,1.98
973,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.78,1.99
974,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.78,2.01
975,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.79,1.98
976,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.79,1.99
977,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.79,2.01
978,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.8,1.98
979,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.8,1.99
980,0.2,1,1,0,2,1.0,1.0,0.0,2.0,1.0,1.0,1.0667,0.9333,0.05,0.05,0.05,0.05,4,3,4.0,1,0.8,2.03
981,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.81,1.99
982,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.81,1.98
983,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.8,2.01
984,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.8,2.02
985,0.2,0,1,0,0,0.0,1.0,0.0,0.0,0.2667,0.2,0.2667,0.2667,0.05,0.05,0.05,0.05,1,5,1.0,1,0.81,1.98
986,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.81,1.99
987,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.81,2.01
988,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.82,1.98
989,0.2,1,1,0,0,1.0,1.0,0.0,0.0,0.4667,0.4667,0.5333,0.5333,0.05,0.05,0.05,0.05,2,5,2.0,1,0.82,1.99
990,0.2,1,2,0,0,1.0,2.0,0.0,0.0,0.7333,0.6667,0.8,0.8,0.05,0.05,0.05,0.05,3,4,3.0,1,0.82,2.02
991,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,5,1.0,1,0.83,1.98
992,0.2,1,1,1,0,1.0,1.0,1.0,0.0,0.7333,0.7333,0.7333,0.8,0.05,0.05,0.05,0.05,3,4,3.0,1,0.83,2.0
993,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.83,2.0
994,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.0
995,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.83,2.0
996,0.2,2,0,0,0,2.0,0.0,0.0,0.0,0.4,0.5333,0.5333,0.5333,0.05,0.05,0.05,0.05,2,4,2.0,1,0.83,2.02
997,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.97
998,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.01
999,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.83,2.02
1000,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.97
1001,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.01
1002,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.83,2.02
1003,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.97
1004,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.01
1005,0.2,0,0,0,1,0.0,0.0,0.0,1.0,0.2667,0.2667,0.2667,0.2,0.05,0.05,0.05,0.05,1,4,1.0,1,0.83,2.02
1006,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,6,0.0,1,0.84,1.97
1007,0.2,1,2,0,2,1.0,2.0,0.0,2.0,1.2667,1.2,1.3333,1.2,0.05,0.05,0.05,0.05,5,3,5.0,0,0.83,2.0
