episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_extraction,stock_level,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
1265,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1266,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1267,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1268,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1269,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1270,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1271,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1272,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1273,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1274,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1275,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1276,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1277,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1278,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1279,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1280,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1281,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1282,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1283,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.73
1284,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.77
1285,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.78
1286,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.78
1287,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.78
1288,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.78
1289,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.82
1290,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.83
1291,0.8,0,0,1,0,0.0,0.0,1.0,0.0,0.0667,0.0667,0.8,0.0667,0.05,0.05,0.05,0.05,1,3,1.0,1,1.0,1.82
1292,0.8,0,1,0,2,0.0,1.0,0.0,2.0,0.2,0.9333,0.2,1.6667,0.05,0.05,0.05,0.05,3,2,3.0,1,1.0,1.83
1293,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.83
1294,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.83
1295,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.83
1296,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.83
1297,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.83
1298,0.8,2,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.79
1299,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.78
1300,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.78
1301,0.8,1,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.74
1302,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.72
1303,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1304,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1305,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1306,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1307,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1308,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1309,0.8,0,0,1,0,0.0,0.0,1.0,0.0,0.0667,0.0667,0.8,0.0667,0.05,0.05,0.05,0.05,1,3,1.0,1,1.0,1.71
1310,0.8,0,1,0,2,0.0,1.0,0.0,2.0,0.2,0.9333,0.2,1.6667,0.05,0.05,0.05,0.05,3,2,3.0,1,1.0,1.72
1311,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1312,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1313,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1314,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1315,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.72
1316,0.8,1,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.68
1317,0.8,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,2,0,-2.0,1,1.0,1.64
1318,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.62
1319,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.66
1320,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1321,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1322,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.69
1323,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.68
1324,0.8,1,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.64
1325,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.63
1326,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.67
1327,0.8,1,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.65
1328,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.64
1329,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.64
1330,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.64
1331,0.8,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.6
1332,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.59
1333,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1334,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1335,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1336,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1337,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1338,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1339,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.6
1340,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1341,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1342,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1343,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1344,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1345,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1346,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1347,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1348,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1349,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1350,0.8,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.55
1351,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.54
1352,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.54
1353,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.58
1354,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1355,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.6
1356,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,3,1.0,1,1.0,1.58
1357,0.8,0,1,0,2,0.0,1.0,0.0,2.0,0.2,0.9333,0.2,1.6667,0.05,0.05,0.05,0.05,3,2,3.0,1,1.0,1.59
1358,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.59
1359,0.8,2,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.55
1360,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.53
1361,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.53
1362,0.8,1,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.49
1363,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.47
1364,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.47
1365,0.8,1,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.43
1366,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.41
1367,0.8,0,0,1,0,0.0,0.0,1.0,0.0,0.0667,0.0667,0.8,0.0667,0.05,0.05,0.05,0.05,1,3,1.0,1,1.0,1.4
1368,0.8,0,0,0,2,0.0,0.0,0.0,2.0,0.1333,0.1333,0.1333,1.6,0.05,0.05,0.05,0.05,2,3,2.0,1,1.0,1.4
1369,0.8,0,1,0,2,0.0,1.0,0.0,2.0,0.2,0.9333,0.2,1.6667,0.05,0.05,0.05,0.05,3,2,3.0,1,1.0,1.41
1370,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1371,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1372,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1373,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1374,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1375,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1376,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1377,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1378,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1379,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1380,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1381,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1382,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1383,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1384,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1385,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1386,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1387,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1388,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1389,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1390,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1391,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.42
1392,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1393,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1394,0.8,1,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.37
1395,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.36
1396,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.36
1397,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.36
1398,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1399,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1400,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.41
1401,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.45
1402,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.47
1403,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.47
1404,0.8,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,3,1,-2.0,1,1.0,1.43
1405,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.05,0.05,0.05,0.05,1,2,1.0,1,1.0,1.42
1406,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.42
1407,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.42
1408,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.42
1409,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.43
1410,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.42
1411,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.42
1412,0.8,2,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.38
1413,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.36
1414,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.36
1415,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.36
1416,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1417,0.8,1,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.05,0.05,0.05,4,0,-2.0,1,1.0,1.4
1418,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0,2,0.0,1,1.0,1.4
1419,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1420,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1421,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1422,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1423,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.4
1424,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.44
1425,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.45
1426,0.8,1,0,1,0,1.0,0.0,1.0,0.0,0.8667,0.1333,0.8667,0.1333,0.05,0.05,0.05,0.05,2,2,2.0,1,1.0,1.45
