step,experiment,type,N,empathy_alpha,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
34,sh_N4,matrix,4,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.8433,0.8433,0.8433,0.8433,"('S', 'H', 'S', 'H')",8.0,0,,,,
35,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.8391,0.8391,0.8391,0.8391,"('S', 'H', 'H', 'H')",7.0,0,,,,
36,sh_N4,matrix,4,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.8349,0.8349,0.8349,0.8349,"('S', 'H', 'S', 'S')",11.0,0,,,,
37,sh_N4,matrix,4,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.8307,0.8307,0.8307,0.8307,"('H', 'S', 'H', 'S')",8.0,0,,,,
38,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.8266,0.8266,0.8266,0.8266,"('S', 'S', 'H', 'S')",11.0,0,,,,
39,sh_N4,matrix,4,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.8224,0.8224,0.8224,0.8224,"('H', 'H', 'H', 'H')",8.0,0,,,,
40,sh_N4,matrix,4,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.8183,0.8183,0.8183,0.8183,"('H', 'S', 'S', 'S')",11.0,0,,,,
41,sh_N4,matrix,4,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.8142,0.8142,0.8142,0.8142,"('H', 'H', 'S', 'S')",8.0,0,,,,
42,sh_N4,matrix,4,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.8102,0.8102,0.8102,0.8102,"('S', 'H', 'S', 'S')",11.0,0,,,,
43,sh_N4,matrix,4,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.8061,0.8061,0.8061,0.8061,"('H', 'H', 'H', 'S')",7.0,0,,,,
44,sh_N4,matrix,4,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.8021,0.8021,0.8021,0.8021,"('H', 'H', 'H', 'H')",8.0,0,,,,
45,sh_N4,matrix,4,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.7981,0.7981,0.7981,0.7981,"('S', 'S', 'S', 'H')",11.0,0,,,,
46,sh_N4,matrix,4,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.7941,0.7941,0.7941,0.7941,"('S', 'S', 'H', 'H')",8.0,0,,,,
47,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7901,0.7901,0.7901,0.7901,"('S', 'H', 'H', 'H')",7.0,0,,,,
48,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7862,0.7862,0.7862,0.7862,"('S', 'H', 'H', 'H')",7.0,0,,,,
49,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.7822,0.7822,0.7822,0.7822,"('S', 'H', 'H', 'S')",8.0,0,,,,
50,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.7783,0.7783,0.7783,0.7783,"('S', 'H', 'H', 'S')",8.0,0,,,,
51,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.7744,0.7744,0.7744,0.7744,"('H', 'S', 'S', 'H')",8.0,0,,,,
52,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.7705,0.7705,0.7705,0.7705,"('H', 'S', 'S', 'H')",8.0,0,,,,
53,sh_N4,matrix,4,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.7667,0.7667,0.7667,0.7667,"('S', 'H', 'S', 'S')",11.0,0,,,,
54,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.7629,0.7629,0.7629,0.7629,"('S', 'S', 'H', 'S')",11.0,0,,,,
55,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.759,0.759,0.759,0.759,"('H', 'H', 'S', 'H')",7.0,0,,,,
56,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.7553,0.7553,0.7553,0.7553,"('S', 'S', 'H', 'S')",11.0,0,,,,
57,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.7515,0.7515,0.7515,0.7515,"('H', 'H', 'S', 'H')",7.0,0,,,,
58,sh_N4,matrix,4,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7477,0.7477,0.7477,0.7477,"('S', 'S', 'S', 'S')",16.0,1,,,,
59,sh_N4,matrix,4,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.744,0.744,0.744,0.744,"('H', 'H', 'H', 'S')",7.0,0,,,,
60,sh_N4,matrix,4,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.7403,0.7403,0.7403,0.7403,"('H', 'S', 'H', 'H')",7.0,0,,,,
61,sh_N4,matrix,4,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.7366,0.7366,0.7366,0.7366,"('S', 'S', 'S', 'H')",11.0,0,,,,
62,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7329,0.7329,0.7329,0.7329,"('S', 'H', 'H', 'H')",7.0,0,,,,
63,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.7292,0.7292,0.7292,0.7292,"('S', 'H', 'H', 'S')",8.0,0,,,,
64,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.7256,0.7256,0.7256,0.7256,"('S', 'H', 'H', 'S')",8.0,0,,,,
65,sh_N4,matrix,4,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.7219,0.7219,0.7219,0.7219,"('S', 'S', 'S', 'H')",11.0,0,,,,
66,sh_N4,matrix,4,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.7183,0.7183,0.7183,0.7183,"('H', 'S', 'H', 'H')",7.0,0,,,,
67,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.7147,0.7147,0.7147,0.7147,"('H', 'H', 'S', 'H')",7.0,0,,,,
68,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7112,0.7112,0.7112,0.7112,"('S', 'H', 'H', 'H')",7.0,0,,,,
69,sh_N4,matrix,4,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.7076,0.7076,0.7076,0.7076,"('S', 'S', 'S', 'H')",11.0,0,,,,
70,sh_N4,matrix,4,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.7041,0.7041,0.7041,0.7041,"('S', 'H', 'S', 'H')",8.0,0,,,,
71,sh_N4,matrix,4,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.7005,0.7005,0.7005,0.7005,"('H', 'S', 'S', 'S')",11.0,0,,,,
72,sh_N4,matrix,4,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.697,0.697,0.697,0.697,"('H', 'S', 'S', 'S')",11.0,0,,,,
73,sh_N4,matrix,4,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.6936,0.6936,0.6936,0.6936,"('H', 'S', 'S', 'S')",11.0,0,,,,
74,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6901,0.6901,0.6901,0.6901,"('H', 'S', 'S', 'H')",8.0,0,,,,
75,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.6866,0.6866,0.6866,0.6866,"('H', 'H', 'S', 'H')",7.0,0,,,,
76,sh_N4,matrix,4,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.6832,0.6832,0.6832,0.6832,"('S', 'S', 'S', 'H')",11.0,0,,,,
77,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.6798,0.6798,0.6798,0.6798,"('S', 'H', 'H', 'S')",8.0,0,,,,
78,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.6764,0.6764,0.6764,0.6764,"('S', 'S', 'H', 'S')",11.0,0,,,,
79,sh_N4,matrix,4,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.673,0.673,0.673,0.673,"('H', 'S', 'H', 'S')",8.0,0,,,,
80,sh_N4,matrix,4,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.6696,0.6696,0.6696,0.6696,"('S', 'S', 'H', 'H')",8.0,0,,,,
81,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.6663,0.6663,0.6663,0.6663,"('S', 'H', 'H', 'H')",7.0,0,,,,
82,sh_N4,matrix,4,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.663,0.663,0.663,0.663,"('S', 'H', 'S', 'S')",11.0,0,,,,
83,sh_N4,matrix,4,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.6597,0.6597,0.6597,0.6597,"('S', 'S', 'S', 'H')",11.0,0,,,,
84,sh_N4,matrix,4,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.6564,0.6564,0.6564,0.6564,"('S', 'H', 'S', 'H')",8.0,0,,,,
85,sh_N4,matrix,4,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6531,0.6531,0.6531,0.6531,"('S', 'S', 'S', 'S')",16.0,1,,,,
86,sh_N4,matrix,4,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.6498,0.6498,0.6498,0.6498,"('H', 'H', 'S', 'S')",8.0,0,,,,
87,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6466,0.6466,0.6466,0.6466,"('H', 'S', 'S', 'H')",8.0,0,,,,
88,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6433,0.6433,0.6433,0.6433,"('H', 'S', 'S', 'H')",8.0,0,,,,
89,sh_N4,matrix,4,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6401,0.6401,0.6401,0.6401,"('H', 'H', 'H', 'H')",8.0,0,,,,
90,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6369,0.6369,0.6369,0.6369,"('H', 'S', 'S', 'H')",8.0,0,,,,
91,sh_N4,matrix,4,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.6337,0.6337,0.6337,0.6337,"('H', 'S', 'H', 'S')",8.0,0,,,,
92,sh_N4,matrix,4,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.6306,0.6306,0.6306,0.6306,"('H', 'S', 'H', 'H')",7.0,0,,,,
93,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.6274,0.6274,0.6274,0.6274,"('H', 'H', 'S', 'H')",7.0,0,,,,
94,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.6243,0.6243,0.6243,0.6243,"('S', 'S', 'H', 'S')",11.0,0,,,,
95,sh_N4,matrix,4,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6211,0.6211,0.6211,0.6211,"('H', 'H', 'H', 'H')",8.0,0,,,,
96,sh_N4,matrix,4,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.618,0.618,0.618,0.618,"('H', 'H', 'H', 'H')",8.0,0,,,,
97,sh_N4,matrix,4,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6149,0.6149,0.6149,0.6149,"('H', 'S', 'S', 'H')",8.0,0,,,,
98,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.6119,0.6119,0.6119,0.6119,"('S', 'H', 'H', 'H')",7.0,0,,,,
99,sh_N4,matrix,4,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6088,0.6088,0.6088,0.6088,"('S', 'S', 'S', 'S')",16.0,1,,,,
100,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.6058,0.6058,0.6058,0.6058,"('H', 'H', 'S', 'H')",7.0,0,0.05,8.97,,
101,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.6027,0.6027,0.6027,0.6027,"('S', 'S', 'H', 'S')",11.0,0,0.05,8.97,,
102,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5997,0.5997,0.5997,0.5997,"('S', 'H', 'H', 'H')",7.0,0,0.05,8.96,,
103,sh_N4,matrix,4,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.5967,0.5967,0.5967,0.5967,"('S', 'H', 'S', 'S')",11.0,0,0.04,8.91,,
104,sh_N4,matrix,4,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.5937,0.5937,0.5937,0.5937,"('S', 'S', 'H', 'S')",11.0,0,0.04,8.91,,
105,sh_N4,matrix,4,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.5908,0.5908,0.5908,0.5908,"('H', 'H', 'H', 'H')",8.0,0,0.04,8.91,,
106,sh_N4,matrix,4,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.5878,0.5878,0.5878,0.5878,"('H', 'S', 'H', 'S')",8.0,0,0.04,8.91,,
107,sh_N4,matrix,4,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5849,0.5849,0.5849,0.5849,"('H', 'S', 'H', 'H')",7.0,0,0.04,8.87,,
108,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.582,0.582,0.582,0.582,"('H', 'H', 'S', 'H')",7.0,0,0.04,8.86,,
109,sh_N4,matrix,4,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.579,0.579,0.579,0.579,"('H', 'S', 'H', 'H')",7.0,0,0.04,8.85,,
110,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5762,0.5762,0.5762,0.5762,"('H', 'H', 'S', 'H')",7.0,0,0.04,8.84,,
111,sh_N4,matrix,4,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.5733,0.5733,0.5733,0.5733,"('H', 'H', 'H', 'S')",7.0,0,0.04,8.83,,
112,sh_N4,matrix,4,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.5704,0.5704,0.5704,0.5704,"('S', 'S', 'H', 'H')",8.0,0,0.04,8.84,,
113,sh_N4,matrix,4,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.5676,0.5676,0.5676,0.5676,"('S', 'H', 'S', 'H')",8.0,0,0.04,8.85,,
114,sh_N4,matrix,4,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.5647,0.5647,0.5647,0.5647,"('S', 'S', 'S', 'S')",16.0,1,0.05,8.94,,
115,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5619,0.5619,0.5619,0.5619,"('H', 'H', 'S', 'H')",7.0,0,0.05,8.93,,
116,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.5591,0.5591,0.5591,0.5591,"('S', 'H', 'H', 'S')",8.0,0,0.05,8.94,,
117,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.5563,0.5563,0.5563,0.5563,"('S', 'H', 'H', 'S')",8.0,0,0.05,8.91,,
118,sh_N4,matrix,4,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.5535,0.5535,0.5535,0.5535,"('S', 'H', 'H', 'S')",8.0,0,0.05,8.88,,
119,sh_N4,matrix,4,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5507,0.5507,0.5507,0.5507,"('S', 'H', 'H', 'H')",7.0,0,0.05,8.84,,
120,sh_N4,matrix,4,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.548,0.548,0.548,0.548,"('S', 'S', 'S', 'S')",16.0,1,0.06,8.92,,
121,sh_N4,matrix,4,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5452,0.5452,0.5452,0.5452,"('H', 'H', 'S', 'H')",7.0,0,0.06,8.91,,
